loss,accuracy,val_loss,val_accuracy
1.375017523765564,0.4591491222381592,1.0990418195724487,0.5636666417121887
1.0997103452682495,0.5572807192802429,1.0047764778137207,0.5823333263397217
1.0305501222610474,0.5748245716094971,0.9848806858062744,0.5903333425521851
0.9918766021728516,0.5870789289474487,0.9225733876228333,0.6043333411216736
0.9639948010444641,0.5974210500717163,0.9044008255004883,0.6173333525657654
0.9359148144721985,0.6068859696388245,0.8655967712402344,0.6309999823570251
0.9129465222358704,0.6155350804328918,0.8376504182815552,0.6380000114440918
0.8873430490493774,0.6237105131149292,0.8065178990364075,0.6546666622161865
0.8679328560829163,0.6313421130180359,0.8180481195449829,0.6480000019073486
0.8561050295829773,0.6359912157058716,0.795132577419281,0.656000018119812
0.84599369764328,0.6380614042282104,0.8114266991615295,0.6499999761581421
0.839780330657959,0.6378771662712097,0.789955735206604,0.656333327293396
0.8310832381248474,0.6431930065155029,0.7653077840805054,0.6656666398048401
0.8244132399559021,0.6445526480674744,0.7721577882766724,0.6579999923706055
0.8210431933403015,0.6463596224784851,0.7663660645484924,0.6679999828338623
0.8157492876052856,0.6469210386276245,0.7603299021720886,0.6666666865348816
0.8124264478683472,0.648561418056488,0.7694959044456482,0.6639999747276306
0.8093456625938416,0.6504122614860535,0.7534435391426086,0.6736666560173035
0.8058626651763916,0.6516140103340149,0.751815915107727,0.6733333468437195
0.8036696314811707,0.6530438661575317,0.7551993131637573,0.6736666560173035
0.7993435859680176,0.6546754240989685,0.7491563558578491,0.6713333129882812
0.798086404800415,0.6551666855812073,0.7488641738891602,0.6729999780654907
0.7941677570343018,0.6564649343490601,0.7471562623977661,0.6723333597183228
0.7910791039466858,0.6581578850746155,0.7467027902603149,0.6783333420753479
0.7893838882446289,0.6583157777786255,0.7462882399559021,0.6769999861717224
0.7880318760871887,0.6590789556503296,0.7415351271629333,0.6769999861717224
0.7852566242218018,0.659982442855835,0.7429780960083008,0.6796666383743286
0.7852299809455872,0.6607017517089844,0.7386646866798401,0.6806666851043701
0.7830796241760254,0.6622719168663025,0.7359957695007324,0.6833333373069763
0.7807226777076721,0.6625350713729858,0.7360220551490784,0.6800000071525574
0.7800062298774719,0.6630438566207886,0.7404459714889526,0.6786666512489319
0.7777189612388611,0.6642719507217407,0.7541776299476624,0.6763333082199097
0.7765548825263977,0.6644386053085327,0.746300458908081,0.6806666851043701
0.7766979932785034,0.664394736289978,0.736454427242279,0.6779999732971191
0.7740934491157532,0.6667894721031189,0.7319754958152771,0.687666654586792
0.7730420231819153,0.6659649014472961,0.7320696711540222,0.6899999976158142
0.7710162401199341,0.6679999828338623,0.735264241695404,0.6806666851043701
0.7727839350700378,0.6678070425987244,0.7387350797653198,0.6816666722297668
0.7699463963508606,0.6689736843109131,0.7369046807289124,0.6786666512489319
0.7669185400009155,0.6701315641403198,0.7308316826820374,0.6856666803359985
0.7671855092048645,0.6685789227485657,0.7373009324073792,0.6850000023841858
0.7665969729423523,0.6697017550468445,0.7346035242080688,0.6786666512489319
0.765280544757843,0.6697456240653992,0.7282803654670715,0.684333324432373
0.7639854550361633,0.6709035038948059,0.7284712195396423,0.6826666593551636
0.7636459469795227,0.6709824800491333,0.725365400314331,0.6863333582878113
0.7625547647476196,0.67214035987854,0.7200060486793518,0.6896666884422302
0.7615456581115723,0.67198246717453,0.7290602922439575,0.6819999814033508
0.7609455585479736,0.67166668176651,0.7326176166534424,0.6830000281333923
0.7607486248016357,0.6717543601989746,0.7253074645996094,0.6869999766349792
0.7596306204795837,0.6726841926574707,0.7225940227508545,0.6899999976158142
0.7570142149925232,0.672798216342926,0.7236663699150085,0.6893333196640015
0.7584729194641113,0.6731842160224915,0.7220590710639954,0.6890000104904175
0.7578023672103882,0.6737105250358582,0.7254362106323242,0.6869999766349792
0.7561949491500854,0.6747543811798096,0.7240241765975952,0.6903333067893982
0.7564353346824646,0.6741052865982056,0.7309418320655823,0.6850000023841858
0.7573899626731873,0.6738771796226501,0.7141679525375366,0.6909999847412109
0.7557975649833679,0.6746578812599182,0.734131932258606,0.6800000071525574
0.7551079392433167,0.6750965118408203,0.7264859080314636,0.687666654586792
0.7546383738517761,0.6752806901931763,0.7291280031204224,0.6826666593551636
0.7548232078552246,0.675456166267395,0.7230026721954346,0.6866666674613953
0.7548181414604187,0.675298273563385,0.7201905846595764,0.6890000104904175
0.7519829273223877,0.6751841902732849,0.7176533937454224,0.6903333067893982
0.7530918717384338,0.6762894988059998,0.7192835807800293,0.6903333067893982
0.7521874904632568,0.6767368316650391,0.7229948043823242,0.6899999976158142
0.7517443299293518,0.6770263314247131,0.7180221080780029,0.6909999847412109
0.7519243955612183,0.6747982501983643,0.7142566442489624,0.6936666369438171
0.7501345276832581,0.6761929988861084,0.7193503975868225,0.6903333067893982
0.7496606111526489,0.6766666769981384,0.7186959385871887,0.6933333277702332
0.7498037219047546,0.6779649257659912,0.7157242298126221,0.6930000185966492
0.7488183975219727,0.6769561171531677,0.7218154072761536,0.687666654586792
0.7493293881416321,0.6770175695419312,0.7124882936477661,0.6899999976158142
0.748227059841156,0.6776403784751892,0.716656506061554,0.690666675567627
0.7493084669113159,0.676271915435791,0.7178043723106384,0.6913333535194397
0.7485994100570679,0.6766929626464844,0.7214974761009216,0.6903333067893982
0.7469964623451233,0.6779824495315552,0.7167782187461853,0.6959999799728394
0.7483838200569153,0.6770877242088318,0.7288974523544312,0.6863333582878113
0.7474178075790405,0.6779649257659912,0.7187789678573608,0.6899999976158142
0.7461634278297424,0.6788596510887146,0.7165868878364563,0.6869999766349792
0.7451731562614441,0.679912269115448,0.7274964451789856,0.6853333115577698
0.7479579448699951,0.6772982478141785,0.7176160216331482,0.6913333535194397
0.7452854514122009,0.678473711013794,0.7168148756027222,0.6893333196640015
0.7449495196342468,0.6789736747741699,0.7122535109519958,0.6936666369438171
0.7460436820983887,0.678789496421814,0.7146692872047424,0.6953333616256714
0.7449885606765747,0.6782719492912292,0.7156434655189514,0.6923333406448364
0.7446025609970093,0.6794034838676453,0.7260825037956238,0.6890000104904175
0.7435241937637329,0.6791754364967346,0.714857280254364,0.6886666417121887
0.7435814142227173,0.679885983467102,0.7231326699256897,0.6846666932106018
0.744271993637085,0.680210530757904,0.7104233503341675,0.6949999928474426
0.7425545454025269,0.6793508529663086,0.7229368686676025,0.6850000023841858
0.741032600402832,0.6795087456703186,0.7149631977081299,0.6923333406448364
0.7431127429008484,0.6801491379737854,0.7170040607452393,0.6940000057220459
0.7410576939582825,0.680061399936676,0.7165006399154663,0.6899999976158142
0.7420381903648376,0.6804824471473694,0.7114994525909424,0.6919999718666077
