loss,accuracy,val_loss,val_accuracy
1.5443525314331055,0.45226314663887024,1.1982640027999878,0.6526666879653931
1.021657109260559,0.7068421244621277,0.8276904225349426,0.7706666588783264
0.786239743232727,0.7676842212677002,0.685866117477417,0.7846666574478149
0.6882317066192627,0.7805087566375732,0.6095436811447144,0.8013333082199097
0.631619393825531,0.7883508801460266,0.5690615773200989,0.8006666898727417
0.5965681672096252,0.7942631840705872,0.5353072881698608,0.8019999861717224
0.5712704658508301,0.7969298362731934,0.5125348567962646,0.812666654586792
0.5527356266975403,0.7993508577346802,0.5010948777198792,0.8159999847412109
0.5379858016967773,0.799842119216919,0.48362618684768677,0.8173333406448364
0.5249978303909302,0.8038421273231506,0.48350247740745544,0.8086666464805603
0.5136807560920715,0.8074210286140442,0.46019530296325684,0.8213333487510681
0.5011967420578003,0.809035062789917,0.4555770754814148,0.8186666369438171
0.4931739270687103,0.8118771910667419,0.4551238715648651,0.8186666369438171
0.48959261178970337,0.8103157877922058,0.47286051511764526,0.8100000023841858
0.47879669070243835,0.8117894530296326,0.43506959080696106,0.8220000267028809
0.4732375144958496,0.8145263195037842,0.4440061151981354,0.8153333067893982
0.4642663896083832,0.8162105083465576,0.4347647428512573,0.8206666707992554
0.45747923851013184,0.8177017569541931,0.4294159412384033,0.8199999928474426
0.45333531498908997,0.8190526366233826,0.42490893602371216,0.8226666450500488
0.45022961497306824,0.8192631602287292,0.4229763448238373,0.8286666870117188
0.444365531206131,0.8214035034179688,0.41449812054634094,0.8286666870117188
0.4397330582141876,0.8224210739135742,0.4155261218547821,0.8240000009536743
0.4363205134868622,0.8247543573379517,0.4098084568977356,0.8240000009536743
0.43085673451423645,0.824684202671051,0.4083377420902252,0.8233333230018616
0.4296271502971649,0.8261929750442505,0.4045928418636322,0.828000009059906
0.4278688430786133,0.8263859748840332,0.4154745638370514,0.8293333053588867
0.4233562648296356,0.8265964984893799,0.39776480197906494,0.8306666612625122
0.4197232723236084,0.828000009059906,0.39596614241600037,0.8306666612625122
0.4193921685218811,0.8294035196304321,0.3897557258605957,0.8259999752044678
0.4144834578037262,0.8305613994598389,0.39318448305130005,0.8379999995231628
0.41520559787750244,0.8307719230651855,0.3977985978126526,0.828000009059906
0.41297388076782227,0.8302280902862549,0.3895263969898224,0.8360000252723694
0.4085005223751068,0.831964910030365,0.38797006011009216,0.8306666612625122
0.4078170359134674,0.832438588142395,0.3960954546928406,0.8293333053588867
0.40559127926826477,0.8326491117477417,0.3989318907260895,0.8326666951179504
0.40345069766044617,0.8331578969955444,0.39108097553253174,0.8326666951179504
0.4020438492298126,0.8349824547767639,0.3852827250957489,0.8346666693687439
