variance,ac1,eval_time,tsid
-0.6290854572713642,0.17061469265367316,215.04,1
-0.6666666666666666,0.13420542635658916,228.48000000000002,1
-0.6050344620916991,0.2032763959644391,241.92000000000002,1
-0.4603804797353185,0.1948717948717949,255.36000000000004,1
-0.4488588334742181,0.07537334460411384,268.80000000000007,1
-0.4739686542965232,0.0039032006245121004,282.24000000000007,1
-0.47472527472527476,0.08016745159602305,295.68000000000006,1
-0.5071314650262018,0.17256778309409887,309.12000000000006,1
-0.5222397285177554,0.2544742051468509,322.5600000000001,1
-0.5630408353000071,0.26281913752413644,336.00000000000017,1
-0.08814317673378075,-0.676241610738255,279.68,2
-0.25377815796977476,-0.6278870829769034,297.16,2
-0.3767332549941246,-0.4666274970622797,314.64000000000004,2
-0.4633956006438082,-0.3352192362093352,332.12000000000006,2
-0.4843503528435035,-0.1527604815276048,349.6000000000001,2
-0.41523951352692967,-0.11711520051058395,367.0800000000001,2
-0.3193144974525243,-0.11249035047089702,384.5600000000001,2
-0.17006033182503774,-0.08074768368886016,402.04000000000013,2
-0.04078272282543849,-0.1075050709939148,419.52000000000015,2
0.06899615042937518,-0.16798510935318753,437.00000000000017,2
-0.47508771929824567,-0.4708771929824562,139.52,3
-0.35126050420168065,-0.47619047619047616,148.24,3
-0.25432445067788684,-0.5184665731650303,156.96,3
-0.1850126189089497,-0.5736750145602795,165.68000000000004,3
-0.14103194103194103,-0.6095004095004095,174.40000000000003,3
-0.11120448179271708,-0.6257703081232493,183.12000000000003,3
-0.09990157480314962,-0.6053149606299214,191.84000000000006,3
-0.0824388149420352,-0.5895234006011163,200.56000000000006,3
-0.02031176192725555,-0.6364666981577703,209.28000000000006,3
0.047507331378299114,-0.6769166317553413,218.00000000000009,3
-0.7319749216300941,-0.06530825496342739,161.28,4
-0.7201767304860088,-0.05238796549547654,171.36,4
-0.6850121149186569,-0.08549671166493596,181.44000000000003,4
-0.6149500217296828,-0.00217296827466319,191.52000000000004,4
-0.5297736220472442,-0.0019685039370078744,201.60000000000005,4
-0.4979371628054586,-0.08642758912514546,211.68000000000004,4
-0.4215848501562787,-0.18532818532818535,221.76000000000005,4
-0.3169394501330324,-0.2630815125372894,231.84000000000006,4
-0.26732249786142004,-0.282435129740519,241.92000000000007,4
-0.2864226978846275,-0.2036909170799071,252.0000000000001,4
-0.5945945945945945,0.6097168597168596,208.64000000000001,5
-0.6025806451612903,0.6221935483870967,221.68,5
-0.4708558129694277,0.5516767163863324,234.72000000000003,5
-0.33810154525386316,0.4513024282560706,247.76000000000005,5
-0.2799640879844381,0.3211132724824181,260.80000000000007,5
-0.3125321006676939,0.34668721109399075,273.8400000000001,5
-0.37510442773600666,0.32353104984683934,286.88000000000005,5
-0.44232551333951126,0.23542896161537336,299.9200000000001,5
-0.47088716623600335,0.15917312661498706,312.9600000000001,5
-0.5118283652933359,0.03558002658059616,326.00000000000017,5
-0.2574074074074074,0.8814814814814815,149.12,6
-0.3348314606741573,0.8946317103620474,158.44,6
-0.43805400948258094,0.8932178932178932,167.76000000000002,6
-0.42201834862385323,0.8090383961943596,177.08000000000004,6
-0.3104447341735478,0.7233087063595539,186.40000000000003,6
-0.2750906136732908,0.6580427446569178,195.72000000000006,6
-0.34735938170888786,0.5650493774151996,205.04000000000005,6
-0.42409069437883795,0.4866320264525271,214.36000000000007,6
-0.4873900293255131,0.406284038542103,223.68000000000006,6
-0.545750184774575,0.2790835181079083,233.0000000000001,6
0.460185017231997,0.5476147288227825,276.48,7
0.5627601314348302,0.6099306316173786,293.76000000000005,7
0.6366120218579236,0.6056070325492993,311.04,7
0.6911442786069651,0.5819900497512437,328.32000000000005,7
0.7331416733606732,0.5362110514522471,345.6000000000001,7
0.7458446990361883,0.49881796690307323,362.8800000000001,7
0.7691825083129431,0.4246188594014681,380.1600000000001,7
0.7956216439487814,0.34853366377529943,397.4400000000001,7
0.8040496089276578,0.20659827976901146,414.72000000000014,7
0.8178170836928387,0.09378774805867127,432.00000000000017,7
-0.7285459638400814,0.7402597402597402,286.08,8
-0.73140694874441,0.7713106295149639,303.96000000000004,8
-0.7551502870651806,0.7477203647416413,321.84000000000003,8
-0.768866375873552,0.7434454293888655,339.72,8
-0.7065873015873017,0.7565079365079366,357.6000000000001,8
-0.5846682311328776,0.778526000748223,375.4800000000001,8
-0.3750663129973475,0.8017683465959328,393.3600000000001,8
-0.2100770996106341,0.8222841081973131,411.2400000000001,8
-0.07962507962507963,0.8330603330603331,429.1200000000001,8
0.03734708320695582,0.8098877767667576,447.00000000000017,8
-0.6536924047969704,0.4209972648853356,181.12,9
-0.5521576622494054,0.2667346245327897,192.44000000000003,9
-0.5352941176470587,0.14537815126050418,203.76000000000002,9
-0.5628036086051352,0.02984038861901457,215.08000000000004,9
-0.5782527331823105,-0.01250861814242096,226.40000000000003,9
-0.6334776334776334,0.0067057125880655285,237.72000000000006,9
-0.674333698430084,-0.027674333698430087,249.04000000000008,9
-0.693502824858757,-0.11825885978428352,260.36000000000007,9
-0.7050859028330868,-0.19683695528501535,271.68000000000006,9
-0.7319597989949748,-0.25326633165829143,283.0000000000001,9
0.6949191159717476,-0.12531328320802007,247.68,10
0.6794848539814982,-0.0663885361871939,263.16,10
0.6634744875056113,0.08873260511746221,278.64000000000004,10
0.5630043451272501,0.2254500310366232,294.12000000000006,10
0.42870737509912776,0.2848004229447529,309.6000000000001,10
0.28269013766644097,0.35436696005416385,325.0800000000001,10
0.13187807276302851,0.3862733529990168,340.5600000000001,10
0.00044580089846027227,0.4637358115290971,356.0400000000001,10
-0.10894941634241244,0.5210359922178989,371.5200000000001,10
-0.17695539754363285,0.5554837319543202,387.00000000000017,10
-0.304941599281222,0.366397124887691,196.48000000000002,11
-0.4280747501086485,0.13284079385774303,208.76000000000002,11
-0.5039342337052262,-0.05648854961832062,221.04000000000002,11
-0.5081256771397616,-0.16773367477592827,233.32000000000005,11
-0.4604105571847507,-0.25312107247591115,245.60000000000005,11
-0.42947839261236564,-0.3466560854195224,257.88000000000005,11
-0.3616387337057728,-0.41402855369335817,270.1600000000001,11
-0.33453315881326356,-0.4672774869109948,282.44000000000005,11
-0.34878779097846035,-0.5142470781416015,294.7200000000001,11
-0.3757467144563919,-0.5230414746543779,307.0000000000001,11
0.4768361581920904,-0.5412429378531073,110.72,12
0.5793758480325646,-0.6065128900949798,117.64000000000001,12
0.6186597556460571,-0.6475379489078119,124.56000000000002,12
0.6333333333333333,-0.6617283950617284,131.48000000000002,12
0.6687565308254964,-0.6786833855799372,138.40000000000003,12
0.6721164613661813,-0.7066069428891377,145.32000000000002,12
0.6660842554843719,-0.7371384197243254,152.24000000000004,12
0.6680258239891268,-0.7383622154264358,159.16000000000005,12
0.672863568215892,-0.7187406296851574,166.08000000000004,12
0.6377449020391842,-0.7134479541516726,173.00000000000009,12
0.9404934687953557,-0.339622641509434,97.92,13
0.919774011299435,-0.30508474576271183,104.04,13
0.9282051282051281,-0.22983682983682982,110.16000000000001,13
0.8482003129890453,-0.10250391236306727,116.28000000000002,13
0.688977688977689,0.053613053613053616,122.40000000000002,13
0.5524956970740104,0.17383820998278832,128.52000000000004,13
0.4307116104868913,0.24694132334581773,134.64000000000004,13
0.3451754385964912,0.3135964912280701,140.76000000000005,13
0.2603377984857309,0.3865268879829159,146.88000000000005,13
0.1777098199116548,0.44308528712198436,153.00000000000006,13
0.134868897580762,0.004490801100970593,219.52,14
0.282442748091603,-0.1529030765671987,233.24,14
0.3637931034482758,-0.2772030651340996,246.96000000000004,14
0.4623039566913463,-0.3919273943157392,260.68000000000006,14
0.5226508939373572,-0.45705067885468476,274.40000000000003,14
0.5487321028117992,-0.47616583290207576,288.12000000000006,14
0.5472361809045225,-0.5034170854271356,301.8400000000001,14
0.53709797727173,-0.5583344302575578,315.5600000000001,14
0.5870623695803384,-0.5997372285338897,329.2800000000001,14
0.6192174479613182,-0.6336888309728748,343.00000000000017,14
-0.6652422800935258,0.678787390147545,294.40000000000003,15
-0.6954545454545454,0.7314285714285714,312.8,15
-0.7163098070314566,0.7471847739888978,331.20000000000005,15
-0.7379750199309063,0.7520595269731599,349.6000000000001,15
-0.6924167786236751,0.7539184952978055,368.00000000000006,15
-0.6081606425702812,0.7749718875502009,386.4000000000001,15
-0.4006372631225893,0.7973056067974734,404.8000000000001,15
-0.22609098218854315,0.8202772836919179,423.2000000000001,15
-0.09836065573770493,0.8321829163071612,441.60000000000014,15
0.024538470358903795,0.8104957382563162,460.0000000000002,15
-0.225283243887895,-0.10316040548598687,241.92000000000002,16
-0.0860651865847898,-0.21133679735474728,257.04,16
0.02779503105590062,-0.22841614906832297,272.16,16
0.08077922077922077,-0.2562337662337662,287.28000000000003,16
0.09396527969137503,-0.2526866905483604,302.40000000000003,16
0.07648591049017286,-0.20539900544636516,317.5200000000001,16
0.06803784450843274,-0.1504730563554093,332.6400000000001,16
0.011828344752975116,-0.012188965019834113,347.7600000000001,16
-0.09016733067729082,0.0982629482071713,362.8800000000001,16
-0.19484103517220017,0.17490355101236238,378.00000000000017,16
-0.2145292420666142,0.6981379491214267,230.4,17
0.004337247434676822,0.6949116682534645,244.8,17
0.1862745098039216,0.6453388372893019,259.20000000000005,17
0.2928360147175529,0.6032032320900368,273.6,17
0.32438831886345704,0.5002124946876328,288.00000000000006,17
0.3365777080062795,0.40565149136577716,302.4000000000001,17
0.3006151742993848,0.2776486671223513,316.80000000000007,17
0.17785714285714285,0.17595238095238097,331.2000000000001,17
0.0601596287050385,0.1560071727435744,345.6000000000001,17
-0.05935078273318601,0.18234726588030248,360.00000000000017,17
0.40473872119441745,0.8591366439467706,144.0,18
0.31295715778474403,0.8140020898641589,153.0,18
0.1890034364261169,0.7869415807560138,162.00000000000003,18
0.0066486972147349515,0.6294699011680145,171.00000000000003,18
-0.1261632341723875,0.459954233409611,180.00000000000003,18
-0.24232887490165222,0.3228429058484133,189.00000000000006,18
-0.3094098883572568,0.22670312143996357,198.00000000000006,18
-0.31695135351113773,0.131755069423634,207.00000000000006,18
-0.30490066225165563,0.031169977924944813,216.00000000000006,18
-0.29308176100628935,-0.06588050314465409,225.0000000000001,18
0.3092945128779395,0.7187010078387457,175.36,19
0.4134770889487871,0.7448337825696317,186.32000000000002,19
0.3097553787208959,0.6775714706749189,197.28000000000003,19
0.1788877952755906,0.500246062992126,208.24000000000004,19
0.0943592951725576,0.34000625586487326,219.20000000000005,19
0.014228187919463087,0.18138702460850112,230.16000000000005,19
-0.03695652173913044,0.0343167701863354,241.12000000000006,19
-0.09683122535019721,-0.09207126342989258,252.08000000000007,19
-0.17684501291058669,-0.18969555035128807,263.0400000000001,19
-0.2624325623631216,-0.2580524544629026,274.0000000000001,19
-0.6726986624704956,0.6960398636244426,230.4,20
-0.7124722310377657,0.7179731302232095,244.8,20
-0.759029927760578,0.6778465772273823,259.20000000000005,20
-0.7173364115143208,0.5825698001587187,273.6,20
-0.6094954768987919,0.5453827940015786,288.00000000000006,20
-0.50989010989011,0.5689167974882261,302.4000000000001,20
-0.4493506493506493,0.6085668717247664,316.80000000000007,20
-0.4152380952380953,0.6358730158730159,331.2000000000001,20
-0.4461516824302943,0.6011392004500544,345.6000000000001,20
-0.49176807444523973,0.6140176153870094,360.00000000000017,20
-0.4859690532389194,0.6839758720167847,230.4,21
-0.4556225536866604,0.7304559399132551,244.8,21
-0.5282077743378054,0.5294117647058825,259.20000000000005,21
-0.5853113051006421,0.3750811629752544,273.6,21
-0.6252807965515148,0.23987614595349405,288.00000000000006,21
-0.6648874934589222,0.13343799058084777,302.4000000000001,21
-0.702620186830713,0.08489405331510594,316.80000000000007,21
-0.7392857142857143,0.13555555555555557,331.2000000000001,21
-0.7627368939207482,0.16282831124081432,345.6000000000001,21
-0.785440851514114,0.16018798045501229,360.00000000000017,21
-0.29010101010101014,0.004040404040404041,184.32,22
-0.37395577395577395,-0.06273546273546272,195.84,22
-0.2608290017326403,-0.1808609889377582,207.36,22
-0.1448771181685557,-0.049489395129615074,218.88000000000002,22
-0.02182333490788852,0.003117619272555503,230.40000000000003,22
0.1144863628940062,0.13653437857259512,241.92000000000004,22
0.2341504649196957,0.2527472527472528,253.44000000000005,22
0.3219118559900683,0.3365611421477343,264.9600000000001,22
0.3989965095986039,0.39245200698080285,276.4800000000001,22
0.4455713319810684,0.444895199459094,288.0000000000001,22
-0.2636734693877551,0.1836734693877551,91.52,23
-0.016883116883116885,0.29870129870129875,97.24000000000001,23
0.11366120218579233,0.4010928961748634,102.96000000000001,23
0.19855269109000453,0.4880144730891,108.68000000000002,23
0.3097412480974125,0.5388127853881279,114.40000000000002,23
0.4105809802012334,0.5021097046413502,120.12000000000003,23
0.47733792312105566,0.5599541021227769,125.84000000000003,23
0.5265917602996254,0.612983770287141,131.56000000000003,23
0.5491228070175438,0.6552631578947367,137.28000000000003,23
0.5806639487478159,0.6614249660260143,143.00000000000006,23
