fpr,tpr,thresholds,auc,ews
0.0,0.0,inf,0.9150661625708885,Variance
0.0,0.004347826086956522,0.9460580912863072,0.9150661625708885,Variance
0.0,0.40869565217391307,0.688975155279503,0.9150661625708885,Variance
0.004347826086956522,0.40869565217391307,0.6889704882360942,0.9150661625708885,Variance
0.004347826086956522,0.47391304347826085,0.6479760119940029,0.9150661625708885,Variance
0.008695652173913044,0.47391304347826085,0.6479113384484227,0.9150661625708885,Variance
0.008695652173913044,0.49130434782608695,0.6404036066981537,0.9150661625708885,Variance
0.013043478260869565,0.49130434782608695,0.637501422232336,0.9150661625708885,Variance
0.013043478260869565,0.5043478260869565,0.6314348785871965,0.9150661625708885,Variance
0.017391304347826087,0.5043478260869565,0.63072642353175,0.9150661625708885,Variance
0.017391304347826087,0.5521739130434783,0.6022732654511012,0.9150661625708885,Variance
0.021739130434782608,0.5521739130434783,0.5936842105263159,0.9150661625708885,Variance
0.021739130434782608,0.5608695652173913,0.5929288103201147,0.9150661625708885,Variance
0.02608695652173913,0.5608695652173913,0.5926314819931842,0.9150661625708885,Variance
0.02608695652173913,0.6260869565217392,0.5689001264222503,0.9150661625708885,Variance
0.043478260869565216,0.6260869565217392,0.55419021872696,0.9150661625708885,Variance
0.043478260869565216,0.6391304347826087,0.5472491411577706,0.9150661625708885,Variance
0.04782608695652174,0.6391304347826087,0.5422354557947778,0.9150661625708885,Variance
0.04782608695652174,0.6434782608695652,0.5379239465570401,0.9150661625708885,Variance
0.05217391304347826,0.6434782608695652,0.5373415856174477,0.9150661625708885,Variance
0.05217391304347826,0.6478260869565218,0.5332370849287553,0.9150661625708885,Variance
0.05652173913043478,0.6478260869565218,0.5320686540198736,0.9150661625708885,Variance
0.05652173913043478,0.6565217391304348,0.5309779825908858,0.9150661625708885,Variance
0.06086956521739131,0.6565217391304348,0.5295597484276731,0.9150661625708885,Variance
0.06086956521739131,0.6608695652173913,0.5250341997264022,0.9150661625708885,Variance
0.06521739130434782,0.6608695652173913,0.5225464190981433,0.9150661625708885,Variance
0.06521739130434782,0.6652173913043479,0.5195791934541203,0.9150661625708885,Variance
0.06956521739130435,0.6652173913043479,0.5159663865546218,0.9150661625708885,Variance
0.06956521739130435,0.6869565217391305,0.5069521543748349,0.9150661625708885,Variance
0.07391304347826087,0.6869565217391305,0.5039838401975086,0.9150661625708885,Variance
0.07391304347826087,0.691304347826087,0.5036630036630035,0.9150661625708885,Variance
0.0782608695652174,0.691304347826087,0.4960534304796599,0.9150661625708885,Variance
0.0782608695652174,0.6956521739130435,0.4939361008476419,0.9150661625708885,Variance
0.08695652173913043,0.6956521739130435,0.4883168316831684,0.9150661625708885,Variance
0.08695652173913043,0.7086956521739131,0.4823529411764706,0.9150661625708885,Variance
0.09565217391304348,0.7086956521739131,0.4780652418447693,0.9150661625708885,Variance
0.09565217391304348,0.7130434782608696,0.4764896249762041,0.9150661625708885,Variance
0.10434782608695652,0.7130434782608696,0.4735106163677592,0.9150661625708885,Variance
0.10434782608695652,0.7217391304347827,0.4726927065330107,0.9150661625708885,Variance
0.10869565217391304,0.7217391304347827,0.4707419017763845,0.9150661625708885,Variance
0.10869565217391304,0.7304347826086957,0.4682296975874958,0.9150661625708885,Variance
0.11739130434782609,0.7304347826086957,0.4667940754897276,0.9150661625708885,Variance
0.11739130434782609,0.7434782608695653,0.4585218702865761,0.9150661625708885,Variance
0.12173913043478261,0.7434782608695653,0.4574373463087951,0.9150661625708885,Variance
0.12173913043478261,0.7608695652173914,0.450632911392405,0.9150661625708885,Variance
0.12608695652173912,0.7608695652173914,0.4438873262402673,0.9150661625708885,Variance
0.12608695652173912,0.7869565217391304,0.4275678294573644,0.9150661625708885,Variance
0.13043478260869565,0.7869565217391304,0.4205128205128204,0.9150661625708885,Variance
0.13043478260869565,0.8,0.4154088050314465,0.9150661625708885,Variance
0.1391304347826087,0.8,0.413752068034714,0.9150661625708885,Variance
0.1391304347826087,0.8043478260869565,0.4076628352490421,0.9150661625708885,Variance
0.14347826086956522,0.8043478260869565,0.4070006863417982,0.9150661625708885,Variance
0.14347826086956522,0.808695652173913,0.4023185916702447,0.9150661625708885,Variance
0.1565217391304348,0.808695652173913,0.396078431372549,0.9150661625708885,Variance
0.1565217391304348,0.8130434782608695,0.3920642570281125,0.9150661625708885,Variance
0.1608695652173913,0.8130434782608695,0.3890525550100017,0.9150661625708885,Variance
0.1608695652173913,0.8173913043478261,0.3847517730496454,0.9150661625708885,Variance
0.16521739130434782,0.8173913043478261,0.3688767204380643,0.9150661625708885,Variance
0.16521739130434782,0.8217391304347826,0.3572750833024806,0.9150661625708885,Variance
0.1782608695652174,0.8217391304347826,0.3527107812822099,0.9150661625708885,Variance
0.1782608695652174,0.8260869565217391,0.3433995584988962,0.9150661625708885,Variance
0.1826086956521739,0.8260869565217391,0.341916906622789,0.9150661625708885,Variance
0.1826086956521739,0.8347826086956521,0.3356628982528263,0.9150661625708885,Variance
0.18695652173913044,0.8347826086956521,0.3353535353535354,0.9150661625708885,Variance
0.18695652173913044,0.8391304347826087,0.3283963227783453,0.9150661625708885,Variance
0.19130434782608696,0.8391304347826087,0.3262569832402234,0.9150661625708885,Variance
0.19130434782608696,0.8434782608695652,0.3200865488640461,0.9150661625708885,Variance
0.2,0.8434782608695652,0.3086913086913087,0.9150661625708885,Variance
0.2,0.8478260869565217,0.3065627809409649,0.9150661625708885,Variance
0.24347826086956523,0.8478260869565217,0.2736260914227015,0.9150661625708885,Variance
0.24347826086956523,0.8565217391304348,0.2625491556789266,0.9150661625708885,Variance
0.2565217391304348,0.8565217391304348,0.2487928595815246,0.9150661625708885,Variance
0.2565217391304348,0.8695652173913043,0.2379097695553391,0.9150661625708885,Variance
0.2608695652173913,0.8695652173913043,0.2354048964218456,0.9150661625708885,Variance
0.2608695652173913,0.8739130434782608,0.2334597040479392,0.9150661625708885,Variance
0.2826086956521739,0.8739130434782608,0.2082362082362082,0.9150661625708885,Variance
0.2826086956521739,0.8782608695652174,0.1815991970558715,0.9150661625708885,Variance
0.3,0.8782608695652174,0.1616866306875521,0.9150661625708885,Variance
0.3,0.8869565217391304,0.1520725043316006,0.9150661625708885,Variance
0.30869565217391304,0.8869565217391304,0.1454208802164934,0.9150661625708885,Variance
0.30869565217391304,0.8913043478260869,0.1402281928597718,0.9150661625708885,Variance
0.3347826086956522,0.8913043478260869,0.1171333935561577,0.9150661625708885,Variance
0.3347826086956522,0.9,0.106544901065449,0.9150661625708885,Variance
0.34347826086956523,0.9,0.086008032128514,0.9150661625708885,Variance
0.34347826086956523,0.9217391304347826,0.060076945841965,0.9150661625708885,Variance
0.3521739130434783,0.9217391304347826,0.0454658000619003,0.9150661625708885,Variance
0.3521739130434783,0.9304347826086956,0.0423412204234122,0.9150661625708885,Variance
0.3652173913043478,0.9304347826086956,0.0261112218457245,0.9150661625708885,Variance
0.3652173913043478,0.9347826086956522,0.0231330538736221,0.9150661625708885,Variance
0.3739130434782609,0.9347826086956522,0.0156203949307397,0.9150661625708885,Variance
0.3739130434782609,0.9391304347826087,0.013317372437528,0.9150661625708885,Variance
0.3826086956521739,0.9391304347826087,0.0110878034162421,0.9150661625708885,Variance
0.3826086956521739,0.9434782608695652,0.0087326466636811,0.9150661625708885,Variance
0.391304347826087,0.9434782608695652,0.0056140350877192,0.9150661625708885,Variance
0.391304347826087,0.9478260869565217,0.004326710816777,0.9150661625708885,Variance
0.39565217391304347,0.9478260869565217,0.0023841059602649,0.9150661625708885,Variance
0.39565217391304347,0.9521739130434783,0.0015960712093308,0.9150661625708885,Variance
0.4,0.9521739130434783,-0.0028016009148084,0.9150661625708885,Variance
0.4,0.9565217391304348,-0.0123560014864362,0.9150661625708885,Variance
0.41739130434782606,0.9565217391304348,-0.0395078605604921,0.9150661625708885,Variance
0.41739130434782606,0.9608695652173913,-0.0420624151967435,0.9150661625708885,Variance
0.43043478260869567,0.9608695652173913,-0.0592390066074276,0.9150661625708885,Variance
0.43043478260869567,0.9695652173913043,-0.0652693509836367,0.9150661625708885,Variance
0.45217391304347826,0.9695652173913043,-0.078681694353934,0.9150661625708885,Variance
0.45217391304347826,0.9739130434782609,-0.0788280818131564,0.9150661625708885,Variance
0.48695652173913045,0.9739130434782609,-0.099836333878887,0.9150661625708885,Variance
0.48695652173913045,0.9782608695652174,-0.1017295597484276,0.9150661625708885,Variance
0.5043478260869565,0.9782608695652174,-0.1110180142438206,0.9150661625708885,Variance
0.5043478260869565,0.9826086956521739,-0.1153480636730815,0.9150661625708885,Variance
0.5217391304347826,0.9826086956521739,-0.1237159920371599,0.9150661625708885,Variance
0.5217391304347826,0.9869565217391304,-0.1241613159223721,0.9150661625708885,Variance
0.5478260869565217,0.9869565217391304,-0.137477600262487,0.9150661625708885,Variance
0.5478260869565217,0.991304347826087,-0.1376308989528084,0.9150661625708885,Variance
0.5782608695652174,0.991304347826087,-0.165997783128846,0.9150661625708885,Variance
0.5782608695652174,0.9956521739130435,-0.1717699775952203,0.9150661625708885,Variance
0.6652173913043479,0.9956521739130435,-0.2605437434646218,0.9150661625708885,Variance
0.6652173913043479,1.0,-0.261437908496732,0.9150661625708885,Variance
1.0,1.0,-0.7184106908483475,0.9150661625708885,Variance
0.0,0.0,inf,0.7714933837429112,Lag-1 AC
0.0,0.004347826086956522,0.8987954519869413,0.7714933837429112,Lag-1 AC
0.0,0.21739130434782608,0.6300528782297071,0.7714933837429112,Lag-1 AC
0.004347826086956522,0.21739130434782608,0.6295582948125321,0.7714933837429112,Lag-1 AC
0.004347826086956522,0.2565217391304348,0.5986225895316803,0.7714933837429112,Lag-1 AC
0.008695652173913044,0.2565217391304348,0.5924138704971383,0.7714933837429112,Lag-1 AC
0.008695652173913044,0.2608695652173913,0.5910240202275601,0.7714933837429112,Lag-1 AC
0.013043478260869565,0.2608695652173913,0.5899629312802966,0.7714933837429112,Lag-1 AC
0.013043478260869565,0.27391304347826084,0.583710407239819,0.7714933837429112,Lag-1 AC
0.017391304347826087,0.27391304347826084,0.5824608501118568,0.7714933837429112,Lag-1 AC
0.017391304347826087,0.2782608695652174,0.5805561939783958,0.7714933837429112,Lag-1 AC
0.021739130434782608,0.2782608695652174,0.5805471124620061,0.7714933837429112,Lag-1 AC
0.021739130434782608,0.28695652173913044,0.5740397350993377,0.7714933837429112,Lag-1 AC
0.02608695652173913,0.28695652173913044,0.5735533058367703,0.7714933837429112,Lag-1 AC
0.02608695652173913,0.2956521739130435,0.5708458565908114,0.7714933837429112,Lag-1 AC
0.030434782608695653,0.2956521739130435,0.5704042715484363,0.7714933837429112,Lag-1 AC
0.030434782608695653,0.30434782608695654,0.5680709534368071,0.7714933837429112,Lag-1 AC
0.034782608695652174,0.30434782608695654,0.5608830286684646,0.7714933837429112,Lag-1 AC
