0,1,2,3,4,5,eval_time,tsid
0.100333355,0.19224562,0.70504284,0.0006880853,0.00030913873,0.0013809656,281.6,1
0.1492986,0.13006492,0.71691763,0.00035524578,0.0007494217,0.002614179,299.20000000000005,1
0.002845749,0.071119055,0.92456305,0.00057561614,0.0003490451,0.00054751046,316.8,1
0.0015113804,0.04144015,0.9558267,0.00021529835,0.00035549919,0.0006508931,334.40000000000003,1
0.0011822262,0.01255583,0.9851061,0.00048283083,0.0002832841,0.00038973225,352.00000000000006,1
0.00092511845,0.0057395804,0.992435,0.00014519662,0.0002266512,0.00052848127,369.6000000000001,1
0.012908298,0.13798364,0.8451842,0.00026155743,0.0017308145,0.0019315432,387.2000000000001,1
0.013706343,0.38484102,0.59940976,0.00024522922,0.00093875173,0.0008589163,404.8000000000001,1
0.0017708577,0.11619661,0.880773,0.0002183285,0.00046892854,0.0005722874,422.40000000000015,1
0.0027961018,0.3944443,0.60139114,0.0003901763,0.0004078778,0.00057037745,440.00000000000017,1
0.16534832,0.101842605,0.7293466,0.00064745604,0.0004080208,0.0024070696,262.4,2
0.022357358,0.43733215,0.5381331,0.0005465578,0.00034402497,0.0012868503,278.8,2
0.044073034,0.5224709,0.43119594,0.0008529916,0.00064207637,0.00076517725,295.20000000000005,2
0.015841579,0.41919678,0.5629986,0.00051236316,0.00062578375,0.00082489266,311.6,2
0.0025197358,0.3649178,0.6313845,0.00038013575,0.00032952614,0.000468352,328.00000000000006,2
0.0026929474,0.73810613,0.2581189,0.00038178227,0.00022098472,0.00047922478,344.4000000000001,2
0.0019761843,0.33881706,0.6576478,0.00043268656,0.0003685485,0.0007577271,360.80000000000007,2
0.0016174266,0.30136147,0.69588375,0.00027755628,0.00037394336,0.00048583344,377.2000000000001,2
0.0011739518,0.29359788,0.70407784,0.00023652257,0.00044676528,0.00046695393,393.60000000000014,2
0.0016903382,0.3681284,0.629065,0.00029229993,0.00036420656,0.00045975245,410.00000000000017,2
0.17871502,0.65920746,0.1582653,0.0019163503,0.0009172013,0.0009786801,193.92000000000002,3
0.16814789,0.76847243,0.060600802,0.0009722989,0.00083403237,0.00097250304,206.04000000000002,3
0.34307522,0.60758734,0.04650013,0.0010026505,0.0009766481,0.00085810816,218.16000000000003,3
0.39054984,0.5564066,0.050239034,0.0011662554,0.00086510443,0.0007731066,230.28000000000003,3
0.44634217,0.47691768,0.07303788,0.0016193482,0.0011071914,0.0009757149,242.40000000000003,3
0.45248753,0.16076028,0.3804692,0.0012668844,0.0026115782,0.002404542,254.52000000000007,3
0.4300843,0.06491061,0.5002978,0.0005406795,0.0022042135,0.0019624033,266.64000000000004,3
0.4390284,0.053121652,0.5037499,0.0004964772,0.0019205763,0.001682997,278.7600000000001,3
0.49861747,0.026283659,0.47224462,0.0005903258,0.0012532207,0.0010106715,290.8800000000001,3
0.021241222,0.39271447,0.58263886,0.0011956634,0.00087660487,0.0013332147,303.0000000000001,3
0.055228084,0.91026807,0.033256695,0.0006991608,0.000233077,0.00031503857,216.32,4
0.022579111,0.9338342,0.042537715,0.00049957226,0.0002665818,0.00028283725,229.84,4
