0,1,2,3,4,5,eval_time,tsid
0.85019594,0.024128847,0.0067486996,0.11238556,0.0038548217,0.0026860593,215.04,1
0.7660649,0.0062773204,0.0044767116,0.21701209,0.0038879276,0.0022810476,228.48000000000002,1
0.75556576,0.0036818446,0.005817247,0.23092157,0.0026318294,0.0013817119,241.92000000000002,1
0.8916341,0.0045210957,0.009133528,0.093253076,0.00095848116,0.000499775,255.36000000000004,1
0.7558192,0.0011189831,0.002596075,0.23823851,0.0015424488,0.00068480254,268.80000000000007,1
0.70419824,0.0007104531,0.0022705754,0.29052672,0.0015720362,0.00072199566,282.24000000000007,1
0.54954815,0.00021451086,0.002450159,0.44489315,0.0019534659,0.000940555,295.68000000000006,1
0.7566292,0.0012356576,0.005625147,0.23511685,0.0009184783,0.0004747209,309.12000000000006,1
0.8088032,0.0008469027,0.0024920097,0.18692414,0.0006300806,0.00030373447,322.5600000000001,1
0.896701,0.00065869145,0.0022721053,0.099828556,0.00036103925,0.00017863157,336.00000000000017,1
0.8989159,0.0037032333,0.025356162,0.06322274,0.005504429,0.0032975727,279.68,2
0.94698125,0.0025474844,0.017623274,0.030254517,0.0016467513,0.0009467211,297.16,2
0.96853596,0.001135015,0.0072954735,0.021951776,0.000718275,0.00036342465,314.64000000000004,2
0.9816382,0.0009661989,0.0065844287,0.010354761,0.00029862646,0.00015783578,332.12000000000006,2
0.9861592,0.0006352752,0.005339839,0.0074341604,0.00028842478,0.00014312983,349.6000000000001,2
0.99441797,0.0007616125,0.0032398223,0.0014538028,8.596665e-05,4.0897314e-05,367.0800000000001,2
0.99784213,0.0004490615,0.000778755,0.0008794364,3.544655e-05,1.5159112e-05,384.5600000000001,2
0.9956836,0.00022972282,0.0010006081,0.0027712365,0.0002389875,7.583067e-05,402.04000000000013,2
0.99851525,0.00027759394,0.000581701,0.0005507626,5.5653334e-05,1.9144154e-05,419.52000000000015,2
0.9991704,0.00027172858,0.00024112762,0.000286793,2.2402457e-05,7.5691696e-06,437.00000000000017,2
0.72721004,0.020056918,0.037873503,0.11450382,0.052126586,0.04822914,139.52,3
0.78877175,0.026358705,0.03985083,0.081590004,0.031463068,0.03196562,148.24,3
0.8298797,0.031207466,0.039784987,0.058196507,0.019923637,0.021007719,156.96,3
0.8085681,0.022068886,0.03995142,0.07206748,0.02926799,0.028076142,165.68000000000004,3
0.8723682,0.031720113,0.034657173,0.037241258,0.011654703,0.012358554,174.40000000000003,3
0.85898507,0.0481704,0.044130933,0.031065134,0.008391833,0.009256611,183.12000000000003,3
0.85406715,0.035525393,0.04379618,0.040676724,0.012626649,0.013307897,191.84000000000006,3
0.8925913,0.04504574,0.04074774,0.012017896,0.00442029,0.0051770695,200.56000000000006,3
0.84516245,0.061239563,0.07729797,0.007593809,0.0039337403,0.0047724578,209.28000000000006,3
0.8279153,0.10246641,0.06251753,0.0033495883,0.0017548841,0.001996281,218.00000000000009,3
0.728027,0.047882255,0.029187175,0.165767,0.015314677,0.013821833,161.28,4
0.791711,0.045826584,0.029791575,0.11596963,0.008909139,0.007792148,171.36,4
0.8392554,0.05699264,0.027866611,0.06769607,0.0044399914,0.00374927,181.44000000000003,4
0.8267118,0.023630628,0.028319428,0.112400286,0.0050135246,0.003924381,191.52000000000004,4
