0,1,2,3,4,5,eval_time,tsid
0.8963251,0.01653845,0.0050363834,0.07929839,0.0016949589,0.0011066127,215.04,1
0.9066326,0.006389158,0.0041838507,0.08081396,0.0012550837,0.00072536356,228.48000000000002,1
0.83577466,0.0022908023,0.0037763026,0.1562892,0.00123452,0.0006344486,241.92000000000002,1
0.95370567,0.0024393545,0.0045545003,0.03873176,0.00038220358,0.00018647028,255.36000000000004,1
0.87076706,0.0009830868,0.0017689704,0.12524664,0.0008794663,0.00035481184,268.80000000000007,1
0.7792188,0.0006045297,0.0016726959,0.21687819,0.001140786,0.00048497834,282.24000000000007,1
0.5315283,9.49283e-05,0.0010164056,0.46511692,0.001542598,0.0007008512,295.68000000000006,1
0.6718243,0.00046444786,0.0028972905,0.3233643,0.0009724909,0.00047728393,309.12000000000006,1
0.7945615,0.000604459,0.0025650836,0.2013831,0.0005960975,0.00028989135,322.5600000000001,1
0.88141173,0.0005610939,0.0025912854,0.11485215,0.0003854027,0.00019832129,336.00000000000017,1
0.94741845,0.0036226267,0.027906667,0.019094361,0.0012970256,0.0006608842,279.68,2
0.9683398,0.0023228303,0.018134061,0.010446152,0.000500834,0.0002563629,297.16,2
0.9757148,0.0014205483,0.009058673,0.013201711,0.00040559066,0.00019869256,314.64000000000004,2
0.9833696,0.0013915777,0.0088501675,0.006086615,0.00019806785,0.00010403544,332.12000000000006,2
0.9912547,0.0007163611,0.0050021196,0.0027959987,0.0001550467,7.5899894e-05,349.6000000000001,2
0.9932675,0.00096096506,0.0044932626,0.0011286937,0.000102538965,4.7090154e-05,367.0800000000001,2
0.9969446,0.0006531714,0.001500987,0.0008404844,4.2050564e-05,1.8715673e-05,384.5600000000001,2
0.99746954,0.00034255823,0.0010955924,0.00096551486,9.2074755e-05,3.4676577e-05,402.04000000000013,2
0.9992158,0.0002099793,0.00028901067,0.0002489343,2.688185e-05,9.3339195e-06,419.52000000000015,2
0.99941313,0.00021237826,0.00017157666,0.00018207212,1.5430425e-05,5.4057937e-06,437.00000000000017,2
0.642787,0.12166343,0.11943952,0.07905238,0.016812997,0.02024475,139.52,3
0.6743913,0.12762399,0.12087323,0.049017817,0.012476806,0.015616867,148.24,3
0.6806472,0.14710683,0.12381772,0.030072218,0.008075501,0.010280538,156.96,3
0.7035305,0.087990955,0.12606846,0.048579406,0.015795501,0.01803518,165.68000000000004,3
0.70769894,0.13371837,0.118936874,0.02354488,0.0071457624,0.008955246,174.40000000000003,3
0.6681249,0.19574808,0.1150918,0.013478219,0.003290837,0.004266063,183.12000000000003,3
0.71350646,0.1119157,0.12731601,0.02781525,0.008921274,0.010525345,191.84000000000006,3
0.67637867,0.16806337,0.13900003,0.008557107,0.0035065035,0.004494272,200.56000000000006,3
0.6495937,0.15806001,0.18126076,0.0048871394,0.0027101794,0.003488263,209.28000000000006,3
0.61023974,0.22614625,0.15820125,0.0025085602,0.0012930008,0.0016112339,218.00000000000009,3
0.7693106,0.078699976,0.042801883,0.0936289,0.00812927,0.0074293497,161.28,4
0.81106126,0.075604685,0.048420917,0.0561019,0.0046645543,0.0041466234,171.36,4
0.8262962,0.09669842,0.050713465,0.022421444,0.0020622988,0.0018082121,181.44000000000003,4
0.86454046,0.0372445,0.055098247,0.038006894,0.0028720545,0.002237848,191.52000000000004,4
0.8777161,0.012682452,0.04081437,0.062416855,0.0039647333,0.0024055291,201.60000000000005,4
0.9169533,0.009335508,0.041498117,0.029541591,0.0016993586,0.0009720452,211.68000000000004,4
0.8734683,0.010342178,0.105177194,0.009179584,0.0011580611,0.0006747157,221.76000000000005,4
0.8932097,0.004931541,0.090094306,0.010289027,0.00094251806,0.00053291884,231.84000000000006,4
0.93008447,0.0029375418,0.05183546,0.013600922,0.0010200898,0.0005215054,241.92000000000007,4
0.9265306,0.0018207206,0.023583945,0.045805387,0.0015098415,0.00074960035,252.0000000000001,4
0.91497296,0.0041972804,0.037013534,0.03867197,0.00340996,0.0017343028,208.64000000000001,5
0.84514964,0.0033282596,0.06779985,0.07603993,0.0046148985,0.003067333,221.68,5
0.95470375,0.008416984,0.03197618,0.0044122594,0.00030789626,0.00018295762,234.72000000000003,5
0.9799117,0.0041403165,0.0129930815,0.0027794195,0.000113282505,6.220093e-05,247.76000000000005,5
0.98981094,0.004437174,0.0045669815,0.0011107622,5.1473467e-05,2.2587485e-05,260.80000000000007,5
0.9926279,0.0018684175,0.004142942,0.0012726996,6.038753e-05,2.7607291e-05,273.8400000000001,5
0.9966345,0.0012734344,0.001196961,0.00085448177,2.8709064e-05,1.1933737e-05,286.88000000000005,5
0.99736035,0.0008985809,0.0008716229,0.0008294853,2.870201e-05,1.1344504e-05,299.9200000000001,5
0.99825215,0.0006875734,0.0004963454,0.00053437985,2.1218466e-05,8.280643e-06,312.9600000000001,5
0.99872816,0.00054912927,0.00033047632,0.0003713893,1.4982984e-05,5.8819264e-06,326.00000000000017,5
0.6999707,0.025179466,0.021253267,0.2216433,0.017836327,0.014116946,149.12,6
0.6783953,0.023668636,0.024575662,0.22883931,0.024535088,0.019986037,158.44,6
0.60750026,0.009689812,0.026112547,0.28036502,0.043330766,0.03300167,167.76000000000002,6
0.76105106,0.045074683,0.039096195,0.13313748,0.011848537,0.009792107,177.08000000000004,6
0.794767,0.031928275,0.01600561,0.14179027,0.008618287,0.0068905507,186.40000000000003,6
0.7949759,0.025137786,0.013478392,0.15167306,0.008561866,0.0061730687,195.72000000000006,6
0.8529289,0.024124607,0.010502739,0.10412075,0.0049019163,0.00342119,205.04000000000005,6
0.83724433,0.038361855,0.010175469,0.10759835,0.0037302668,0.0028897505,214.36000000000007,6
0.9007213,0.012711261,0.005641701,0.077547714,0.002075467,0.0013025269,223.68000000000006,6
0.9391073,0.013480606,0.0052860696,0.040534526,0.0009951952,0.00059622864,233.0000000000001,6
0.580822,0.000656898,0.41519845,0.0011927411,0.0011909854,0.00093898684,276.48,7
0.51414967,0.0025214644,0.48225525,0.00030644584,0.0004703614,0.00029674591,293.76000000000005,7
0.5822667,0.005456775,0.41098815,0.00059469993,0.00044737896,0.0002463028,311.04,7
0.8235438,0.007434818,0.16736487,0.00118975,0.00031084198,0.00015590891,328.32000000000005,7
0.73659074,0.0027378227,0.25850108,0.00077089877,0.00092214777,0.0004773401,345.6000000000001,7
0.5958854,0.001705809,0.39934984,0.000677646,0.0015083038,0.00087304413,362.8800000000001,7
