0,1,2,3,4,5,eval_time,tsid
0.50145614,0.45292738,0.045243617,0.00023909373,4.2989275e-05,9.070854e-05,281.6,1
0.5032411,0.4349453,0.061371602,0.00023264147,6.988586e-05,0.0001393961,299.20000000000005,1
0.48764566,0.3595257,0.15024143,0.0018072996,0.0002335469,0.00054638105,316.8,1
0.47859046,0.27513194,0.23326853,0.010172824,0.001412771,0.0014235581,334.40000000000003,1
0.27702498,0.110744864,0.3702588,0.23838063,0.0019332408,0.0016575007,352.00000000000006,1
0.29895884,0.12393984,0.5697316,0.0047867247,0.0008380254,0.0017449221,369.6000000000001,1
0.576163,0.21291873,0.20797856,0.0021756191,0.00033910054,0.0004249955,387.2000000000001,1
0.9929173,0.0041811406,0.0020975599,0.0006787636,5.6695324e-05,6.855945e-05,404.8000000000001,1
0.054580215,0.45534515,0.48704505,0.0024462505,0.00024749138,0.0003358132,422.40000000000015,1
0.0032705946,0.84450865,0.15163174,0.00026049282,0.00012544538,0.00020308796,440.00000000000017,1
0.5033968,0.14838314,0.34724697,0.0006423926,0.00014197572,0.00018867114,262.4,2
0.4633356,0.46565396,0.069882706,0.0008859017,6.300813e-05,0.00017888466,278.8,2
0.31777516,0.6257968,0.055371445,0.0006809047,9.4523566e-05,0.00028118712,295.20000000000005,2
0.27236092,0.60510254,0.12073688,0.0011492474,0.00019374004,0.00045674847,311.6,2
0.012407688,0.70435303,0.27999726,0.0025981588,0.00017287774,0.00047104934,328.00000000000006,2
0.0012277368,0.9099027,0.08825204,0.00026604027,7.62929e-05,0.0002752075,344.4000000000001,2
0.0014288875,0.7251226,0.27214503,0.0004753019,0.00017078215,0.0006574091,360.80000000000007,2
0.0013332256,0.76443243,0.23335066,0.00031924236,0.00021121051,0.00035320528,377.2000000000001,2
0.001444034,0.76896876,0.22877452,0.0002622978,0.00022748814,0.00032283607,393.60000000000014,2
0.0013908099,0.83349115,0.1643642,0.00024468562,0.00017693007,0.00033220922,410.00000000000017,2
0.44117317,0.5277316,0.028515637,0.0016870168,0.00049814774,0.0003944345,193.92000000000002,3
0.39822733,0.57832587,0.021385439,0.0007813822,0.00064812327,0.000631829,206.04000000000002,3
0.56823695,0.41534534,0.014667288,0.00083800004,0.0005111054,0.0004013877,218.16000000000003,3
0.613857,0.370953,0.013482982,0.0009862243,0.000407267,0.0003134806,230.28000000000003,3
0.6535264,0.33162552,0.012941939,0.0012031005,0.000391289,0.00031172094,242.40000000000003,3
0.71442974,0.26733172,0.015832545,0.00167144,0.00040283217,0.00033173687,254.52000000000007,3
