0,1,2,3,4,5,eval_time,tsid,pert
0.49598345,0.40080377,0.10244575,0.0005158541,8.600062e-05,0.00016521933,281.6,1,1
0.5016074,0.32069904,0.17688282,0.00036236702,0.00016459856,0.0002837529,299.20000000000005,1,1
0.14029914,0.52184916,0.33076483,0.0064834794,0.00017395422,0.00042934687,316.8,1,1
0.20524505,0.2609052,0.5261549,0.006840739,0.0003444644,0.0005097598,334.40000000000003,1,1
0.026204513,0.20750266,0.71910435,0.04632964,0.00033467342,0.0005241658,352.00000000000006,1,1
0.014103311,0.34595895,0.63827676,0.00040842622,0.00024985516,0.0010027105,369.6000000000001,1,1
0.1247644,0.58664113,0.28545362,0.00044768566,0.0011673539,0.0015257983,387.2000000000001,1,1
0.54528123,0.3613121,0.09222454,0.00054093066,0.0003053,0.00033585515,404.8000000000001,1,1
0.008373718,0.5163632,0.47396478,0.0004919291,0.00030427784,0.00050206797,422.40000000000015,1,1
0.0018064353,0.8664721,0.1312462,0.00014037169,0.00013196692,0.00020283961,440.00000000000017,1,1
0.5011676,0.4345304,0.06385177,0.00028330876,5.8080976e-05,0.00010886881,281.6,1,2
0.50365084,0.4139486,0.08190859,0.00027060127,8.100047e-05,0.00014038173,299.20000000000005,1,2
0.30049032,0.48685646,0.20784742,0.004369857,0.0001304992,0.00030547281,316.8,1,2
0.3103482,0.32828945,0.35594726,0.004774361,0.00023993332,0.000400774,334.40000000000003,1,2
0.03754024,0.26302263,0.6332256,0.06544683,0.00030291133,0.00046176102,352.00000000000006,1,2
0.049279507,0.37208724,0.57670605,0.00055799086,0.00030026038,0.0010689376,369.6000000000001,1,2
0.059759926,0.5659778,0.37180287,0.0006527465,0.0008617322,0.0009449583,387.2000000000001,1,2
0.49839744,0.40453258,0.09614362,0.00032510262,0.000283198,0.00031805574,404.8000000000001,1,2
0.009905999,0.48529702,0.50346994,0.0005083618,0.00029858333,0.00052012736,422.40000000000015,1,2
0.0017804108,0.8757265,0.12202519,0.00014685035,0.00012348898,0.00019752354,440.00000000000017,1,2
0.49918503,0.38673908,0.113425896,0.00038996077,9.2677874e-05,0.00016736682,281.6,1,3
0.5036275,0.34674123,0.14893578,0.00035304643,0.00013204486,0.00021033545,299.20000000000005,1,3
0.40999892,0.30931702,0.2768438,0.0030743019,0.00023831097,0.00052760425,316.8,1,3
0.4551661,0.082590915,0.4593868,0.0020991496,0.00036255145,0.0003944551,334.40000000000003,1,3
0.043032166,0.17466816,0.7040575,0.077381074,0.00036299787,0.0004980923,352.00000000000006,1,3
0.015008373,0.2636573,0.71942234,0.000548408,0.00026712113,0.0010964487,369.6000000000001,1,3
0.20884606,0.5109726,0.27693954,0.0005230883,0.0009778652,0.0017409202,387.2000000000001,1,3
0.5323611,0.37104765,0.0956819,0.0003710718,0.0002451635,0.00029313727,404.8000000000001,1,3
0.009773448,0.48637497,0.5026254,0.000490148,0.00025997235,0.00047598363,422.40000000000015,1,3
0.0018592956,0.84599715,0.15162641,0.0001504117,0.00014307974,0.0002236882,440.00000000000017,1,3
0.50265634,0.41782856,0.07906972,0.00025923704,6.844684e-05,0.00011768604,281.6,1,4
0.5042796,0.3451085,0.14991106,0.0002948817,0.00015202645,0.0002539834,299.20000000000005,1,4
0.35315016,0.42289078,0.21956074,0.0038988686,0.00015369101,0.0003456885,316.8,1,4
0.3661662,0.2536134,0.37603337,0.003543639,0.00026922458,0.0003742036,334.40000000000003,1,4
0.036920078,0.20579672,0.6917826,0.06466835,0.00036035274,0.00047191692,352.00000000000006,1,4
0.022169126,0.2551471,0.7206923,0.0005829012,0.00026731796,0.0011412813,369.6000000000001,1,4
0.114304826,0.43174005,0.45021033,0.0006463052,0.001228374,0.0018700627,387.2000000000001,1,4
0.61433494,0.28039306,0.104195625,0.0005330115,0.00025436678,0.00028906524,404.8000000000001,1,4
0.011064805,0.4207286,0.5668009,0.0005821738,0.00030179863,0.00052176986,422.40000000000015,1,4
0.0022289357,0.8583897,0.13888189,0.00016378191,0.00013232078,0.0002034129,440.00000000000017,1,4
0.5012452,0.432453,0.06584429,0.0002823847,6.058339e-05,0.000114463335,281.6,1,5
0.50349075,0.40528202,0.09069713,0.00027069272,9.2793634e-05,0.00016662685,299.20000000000005,1,5
0.4590394,0.4046944,0.13437122,0.0014649231,0.00013238266,0.00029764877,316.8,1,5
0.46281275,0.12515666,0.4089166,0.0023745722,0.0003614754,0.00037800736,334.40000000000003,1,5
0.049958836,0.11372859,0.7463431,0.08914204,0.0003775662,0.0004498592,352.00000000000006,1,5
0.020051673,0.2769323,0.7013277,0.00061160023,0.00023245119,0.00084431504,369.6000000000001,1,5
0.05112976,0.5428509,0.40350056,0.0005160844,0.00081634225,0.0011863173,387.2000000000001,1,5
0.50866675,0.3890772,0.10121799,0.00044800097,0.00027304757,0.00031696857,404.8000000000001,1,5
