0,1,2,3,4,5,eval_time,tsid,pert
0.90444374,0.05186812,0.02647578,0.013961754,0.0017479629,0.0015026324,215.04,1,1
0.9296909,0.024495158,0.023323787,0.018610906,0.0021800222,0.0016992489,228.48000000000002,1,1
0.94627464,0.005735535,0.013850525,0.029599532,0.002953705,0.0015861234,241.92000000000002,1,1
0.96876025,0.0057794005,0.01900521,0.0055860467,0.0005557231,0.00031335393,255.36000000000004,1,1
0.97534925,0.0024864925,0.010298703,0.010933139,0.00060513633,0.00032727348,268.80000000000007,1,1
0.93483496,0.0013212751,0.006784309,0.05417076,0.00201061,0.0008781139,282.24000000000007,1,1
0.9375626,0.000981991,0.006924885,0.051657755,0.002072399,0.00080040755,295.68000000000006,1,1
0.9756877,0.0011686137,0.0052158954,0.017245185,0.0004737403,0.00020881656,309.12000000000006,1,1
0.977661,0.0011365806,0.0046259067,0.016155547,0.00027802194,0.00014292884,322.5600000000001,1,1
0.99381495,0.00097136735,0.0023985407,0.0027175585,6.489687e-05,3.2653552e-05,336.00000000000017,1,1
0.8715763,0.06394075,0.035631917,0.023256777,0.002873985,0.0027202936,215.04,1,2
0.9151516,0.033823874,0.03260859,0.01504792,0.0018224331,0.0015455412,228.48000000000002,1,2
0.9307935,0.0067752907,0.025306132,0.03160951,0.0035137457,0.0020018232,241.92000000000002,1,2
0.83007205,0.0186505,0.14630964,0.0034744185,0.0009280154,0.00056526746,255.36000000000004,1,2
0.93414295,0.0066792304,0.053866465,0.00448843,0.0005118968,0.00031102155,268.80000000000007,1,2
0.94801044,0.002979856,0.04486111,0.003506593,0.00040586604,0.00023610595,282.24000000000007,1,2
0.9542043,0.0012671418,0.034325477,0.008752934,0.0009789568,0.00047122492,295.68000000000006,1,2
0.9631897,0.0017239394,0.027239434,0.007173678,0.00043874286,0.00023444269,309.12000000000006,1,2
0.96993756,0.0017061041,0.024142705,0.0037592312,0.00029283564,0.00016154989,322.5600000000001,1,2
