variance,ac1,eval_time,tsid,pert
0.9457245263696875,-0.8853046594982077,281.6,1,1
0.9543209876543209,-0.8043209876543209,299.20000000000005,1,1
0.9671786240269304,-0.7441615821586367,316.8,1,1
0.9754122938530734,-0.5835082458770614,334.40000000000003,1,1
0.9618449107844236,-0.530692402648412,352.00000000000006,1,1
0.9673289183222957,-0.5991169977924945,369.6000000000001,1,1
0.9732318963088196,-0.6332769794308256,387.2000000000001,1,1
0.9765184539378087,-0.5545480964835803,404.8000000000001,1,1
0.9798126147010531,-0.6017579445571333,422.40000000000015,1,1
0.9826342179283354,-0.6629570747217806,440.00000000000017,1,1
0.9365079365079364,-0.8781362007168457,281.6,1,2
0.95679012345679,-0.7814814814814816,299.20000000000005,1,2
0.9692825583841784,-0.734062697243846,316.8,1,2
0.9766116941529236,-0.6275862068965518,334.40000000000003,1,2
0.969475928627539,-0.619795758051846,352.00000000000006,1,2
0.9720971302428256,-0.6754083885209714,369.6000000000001,1,2
0.9773175542406313,-0.7014652014652015,387.2000000000001,1,2
0.9803545480964834,-0.6530078465562336,404.8000000000001,1,2
0.9832898676712065,-0.6961267265526901,422.40000000000015,1,2
0.9856508091802207,-0.7425298601769188,440.00000000000017,1,2
0.937532002048131,-0.8371735791090628,281.6,1,3
0.9598765432098766,-0.7512345679012346,299.20000000000005,1,3
0.971807279612876,-0.663791289711761,316.8,1,3
0.9781109445277361,-0.4611694152923538,334.40000000000003,1,3
0.9688026035237346,-0.40208730782179325,352.00000000000006,1,3
0.9733333333333334,-0.5108167770419426,369.6000000000001,1,3
0.9784446322907863,-0.574668920822767,387.2000000000001,1,3
0.9809357744841614,-0.561290322580645,404.8000000000001,1,3
0.9833864580314887,-0.6210760166135421,422.40000000000015,1,3
0.985732338673515,-0.6788553259141493,440.00000000000017,1,3
0.9129544290834612,-0.8996415770609318,281.6,1,4
0.9382716049382716,-0.795679012345679,299.20000000000005,1,4
0.9562381653692406,-0.7555228276877761,316.8,1,4
0.9673163418290854,-0.6239880059970014,334.40000000000003,1,4
0.9616204690831555,-0.5107170912355515,352.00000000000006,1,4
0.9682119205298013,-0.5706843267108167,369.6000000000001,1,4
0.9740772048464358,-0.5969287123133278,387.2000000000001,1,4
0.9779133972682357,-0.5011915140947397,404.8000000000001,1,4
0.9803921568627453,-0.559258186033034,422.40000000000015,1,4
0.983286453874689,-0.6272471566589213,440.00000000000017,1,4
0.9047619047619047,-0.880184331797235,281.6,1,5
0.9283950617283951,-0.7771604938271605,299.20000000000005,1,5
0.9499263622974964,-0.7100778455712182,316.8,1,5
0.962518740629685,-0.4977511244377811,334.40000000000003,1,5
0.9548872180451127,-0.3993940074065761,352.00000000000006,1,5
0.9615011037527594,-0.49916114790286975,369.6000000000001,1,5
0.9681600450831221,-0.5639616793462947,387.2000000000001,1,5
0.9727986050566694,-0.5451322290031967,404.8000000000001,1,5
0.9762387713706173,-0.6060079204095432,422.40000000000015,1,5
