0,1,2,3,4,5,alpha,id
0.008876465,0.742684,0.24723424,0.00070308393,0.00020553736,0.00029672807,0.0,0
0.38905585,0.56300414,0.046408463,0.0009961331,0.00018231058,0.00035318194,0.0,1
0.0017717949,0.9490801,0.048706092,0.00023981469,6.752905e-05,0.00013466105,0.0,2
0.053418867,0.8943191,0.05085568,0.00076034514,0.00027930294,0.0003667369,0.0,3
0.43854538,0.5266081,0.032968767,0.0012748778,0.00016700715,0.0004358609,0.0,4
0.36627898,0.54032624,0.08998736,0.002561885,0.00023985052,0.0006057018,0.0,5
0.007781554,0.9021421,0.08909612,0.0007172157,7.932203e-05,0.0001835762,0.0,6
0.0013342947,0.9575165,0.040801063,0.00018256308,5.029892e-05,0.00011520294,0.0,7
0.010331106,0.9155016,0.073377654,0.00058348756,4.4214252e-05,0.00016194407,0.0,8
0.036393628,0.8012353,0.1598666,0.0020936704,0.00013682555,0.00027399667,0.0,9
0.0047521545,0.9739314,0.02087884,0.0002445071,6.34294e-05,0.00012973999,0.0,10
0.5593922,0.41646788,0.022603186,0.0011822523,0.00014525543,0.00020930305,0.0,11
0.43085763,0.53539884,0.032934606,0.00056050986,9.115451e-05,0.00015726415,0.0,12
0.002581858,0.8214071,0.17523378,0.00035695612,0.00013431069,0.00028601245,0.0,13
0.48795003,0.48329476,0.027778797,0.0007251026,8.175876e-05,0.00016953511,0.0,14
0.0018648563,0.9593034,0.038471177,0.0001978771,5.0008006e-05,0.0001126398,0.0,15
0.0030605565,0.97448295,0.022169454,0.0001655294,4.400465e-05,7.7503064e-05,0.0,16
0.009276316,0.94282293,0.04733953,0.00028406933,0.00011956293,0.00015759966,0.0,17
0.6739158,0.2555407,0.029595315,0.03827165,0.0011167561,0.0015597757,0.0,18
0.32913575,0.45724422,0.1859509,0.026864493,0.00031248285,0.0004921289,0.0,19
0.002923405,0.9042331,0.092263095,0.0003147023,8.8276196e-05,0.000177373,0.0,20
0.001146445,0.95584834,0.04270275,0.00014873651,5.1440675e-05,0.00010224272,0.0,21
0.0067364546,0.9673079,0.025543906,0.00025307422,6.4449196e-05,9.426424e-05,0.0,22
0.006555274,0.9588877,0.0340163,0.00030665944,0.00010337089,0.00013066712,0.0,23
0.42064026,0.5375832,0.040106162,0.0013666117,8.09386e-05,0.00022290656,0.0,24
0.0017815878,0.97705966,0.020838141,0.00021313937,2.6225393e-05,8.124769e-05,0.0,25
0.13329437,0.80607325,0.05775562,0.002073141,0.0003463854,0.00045719158,0.0,26
0.003812675,0.9262184,0.06937364,0.00035286424,9.468703e-05,0.00014768553,0.0,27
0.012106169,0.946545,0.040814545,0.00027325176,0.00011199974,0.00014908324,0.0,28
0.0017195372,0.9493911,0.048461437,0.0002384418,4.7056063e-05,0.00014236866,0.0,29
0.58254033,0.3790872,0.03391698,0.004020573,0.00018451556,0.00025036323,0.0,30
0.0069659445,0.7761132,0.21538027,0.0010418652,0.00017843986,0.00032028306,0.0,31
0.12641937,0.8102164,0.061763898,0.0011365346,0.00020072004,0.00026304816,0.0,32
0.0049520265,0.8759788,0.11811097,0.00058952125,0.00013134403,0.00023736365,0.0,33
0.0019208734,0.96641046,0.031346887,0.00019172094,3.3646185e-05,9.6500895e-05,0.0,34
0.18151093,0.7748033,0.042371735,0.000752105,0.00024094286,0.00032103388,0.0,35
0.046292152,0.8938554,0.058680024,0.0008205568,0.00016587166,0.00018601201,0.0,36
0.028931981,0.84884554,0.12089343,0.00086994877,0.00012345437,0.00033564365,0.0,37
0.19052164,0.7617655,0.04569278,0.0016047587,0.00017179373,0.00024347562,0.0,38
0.006242488,0.95075,0.042472348,0.00032943767,7.321138e-05,0.00013253372,0.0,39
0.017134449,0.9588971,0.023313921,0.00039050163,0.000108161556,0.00015583367,0.0,40
0.0027649966,0.89704365,0.09957017,0.00034162303,0.00011789719,0.00016165286,0.0,41
0.008143031,0.9589932,0.03232702,0.00025748913,8.4870844e-05,0.00019437824,0.0,42
0.0010906593,0.9734862,0.025202509,0.000103875325,3.3651937e-05,8.312555e-05,0.0,43
0.0898445,0.8678726,0.04118295,0.0007079651,0.00016360573,0.00022828864,0.0,44
0.016534884,0.39473385,0.5864709,0.0014032447,0.00025127694,0.0006059082,0.0,45
0.447837,0.49081308,0.058677822,0.00222599,0.00017156992,0.00027450314,0.0,46
0.035733104,0.9289532,0.034428813,0.0004979641,0.00016909518,0.00021787533,0.0,47
0.0021148133,0.9633081,0.034207046,0.0002029592,5.29834e-05,0.00011407074,0.0,48
0.0045773564,0.9311387,0.06364903,0.00042004726,7.2143805e-05,0.00014269174,0.0,49
0.0024537372,0.9758462,0.021368213,0.0001952459,3.8143087e-05,9.853963e-05,0.0,50
0.04736445,0.9238937,0.027785268,0.0005939795,0.00015735318,0.00020529419,0.0,51
0.026328247,0.9022722,0.07038561,0.0006215664,0.00017601307,0.00021630418,0.0,52
0.075721174,0.877066,0.045264974,0.0016658835,5.727821e-05,0.00022472386,0.0,53
0.001917324,0.9502204,0.04698333,0.000599985,9.815641e-05,0.00018081782,0.0,54
0.30522862,0.64781594,0.045853935,0.0005745832,0.0001841066,0.0003427808,0.0,55
0.00092364755,0.9836283,0.0152651435,9.35847e-05,2.4621233e-05,6.484472e-05,0.0,56
0.04651004,0.86495745,0.08642617,0.0018057916,9.8276265e-05,0.00020230489,0.0,57
0.003222188,0.97072166,0.025752049,0.00015293265,5.979796e-05,9.140589e-05,0.0,58
0.018953606,0.8979735,0.08202757,0.00067733985,0.00012043669,0.00024755305,0.0,59
0.0032628397,0.9712024,0.025250122,0.00014845433,5.898106e-05,7.727156e-05,0.0,60
