0,1,2,3,4,5,scale,id
0.85379016,0.0060578906,0.04870466,0.071173385,0.012261448,0.00801255,0.8,0
0.7219373,0.0077688047,0.053562295,0.152655,0.036548052,0.02752861,0.8,1
0.73930216,0.00782033,0.11161268,0.094670415,0.026334336,0.020260083,0.8,2
0.8472864,0.025979698,0.059711292,0.0356323,0.016409518,0.014980762,0.8,3
0.9168514,0.010844617,0.027158989,0.031278573,0.0073083565,0.0065580625,0.8,4
0.88072926,0.007685193,0.0835508,0.019074608,0.00524807,0.0037119957,0.8,5
0.9113512,0.012990768,0.030794712,0.036078196,0.0051998734,0.0035852664,0.8,6
0.8678665,0.0015013065,0.061562255,0.05507009,0.00913491,0.004864958,0.8,7
0.79449713,0.0036132953,0.07378553,0.09156574,0.022595411,0.013942814,0.8,8
0.8883157,0.0117020225,0.029704774,0.04731825,0.012109271,0.010850014,0.8,9
0.8410084,0.01609551,0.06627852,0.057613686,0.009859254,0.009144617,0.8,10
0.81994593,0.0050140917,0.03458715,0.077199996,0.035801973,0.027450828,0.8,11
0.6347244,0.0030203077,0.32595938,0.021720303,0.008692065,0.0058835275,0.8,12
0.8555993,0.01010777,0.05341044,0.05971311,0.011592155,0.009577254,0.8,13
0.7391095,0.004932635,0.024665808,0.17612593,0.03274693,0.022419153,0.8,14
0.5867388,0.0035156072,0.37230638,0.021279844,0.008678575,0.007480729,0.8,15
0.79490936,0.0063764085,0.119563825,0.05223716,0.016056795,0.010856487,0.8,16
0.9090044,0.009327366,0.02090964,0.04994017,0.006250613,0.004567842,0.8,17
0.68975747,0.0034716837,0.28452063,0.0137471855,0.004910879,0.0035921498,0.8,18
0.9377154,0.0034044613,0.04032204,0.01524585,0.0021220779,0.0011901616,0.8,19
0.8512567,0.020137114,0.062815025,0.04026924,0.013898987,0.011622886,0.8,20
0.7959443,0.0063251117,0.033543058,0.12424653,0.021649733,0.01829127,0.8,21
0.88122714,0.0030744665,0.022879345,0.07514697,0.010925328,0.0067467205,0.8,22
0.84101486,0.02456919,0.115406044,0.0114919385,0.004037797,0.0034801436,0.8,23
0.94313765,0.0135150375,0.026323006,0.010003482,0.0036900674,0.0033306906,0.8,24
0.57389426,0.0019658124,0.2642216,0.094256,0.03733379,0.028328575,0.8,25
0.75662684,0.06561088,0.17217335,0.003622144,0.0010368869,0.00092992,0.8,26
0.73223794,0.0059982315,0.25156957,0.0068837013,0.0017795997,0.0015309064,0.8,27
0.8858769,0.004802722,0.047253,0.04839233,0.008738754,0.004936242,0.8,28
0.8815361,0.00542318,0.01720667,0.052083038,0.022852255,0.020898767,0.8,29
0.676306,0.0052484786,0.049765356,0.1799605,0.04817008,0.040549573,0.8,30
0.81782687,0.003928265,0.052032307,0.09440865,0.018340431,0.013463485,0.8,31
0.7217772,0.006168001,0.23914683,0.02222662,0.0062588756,0.0044225743,0.8,32
0.6599394,0.007860961,0.13590507,0.11312497,0.044704948,0.03846472,0.8,33
0.76035726,0.004411066,0.07050996,0.1284449,0.021647835,0.014628967,0.8,34
0.9091124,0.022524364,0.061349478,0.0056781853,0.0007908921,0.00054466486,0.8,35
0.85581946,0.007851389,0.05493515,0.058502547,0.0128706675,0.010020765,0.8,36
0.85576314,0.013483416,0.12516989,0.0042647407,0.00083354313,0.00048526624,0.8,37
0.7325352,0.0146611305,0.22098096,0.020562604,0.006088599,0.005171554,0.8,38
0.7186536,0.0026762234,0.114181526,0.11648615,0.030273283,0.017729187,0.8,39
0.9130194,0.009501867,0.024333468,0.041108172,0.006993074,0.005044018,0.8,40
0.8514567,0.066051416,0.0739919,0.005237919,0.001774588,0.0014874612,0.8,41
0.676725,0.02188663,0.094721556,0.09012692,0.05626854,0.0602714,0.8,42
0.76124644,0.0068577216,0.099910535,0.08693502,0.026794827,0.018255461,0.8,43
0.9148686,0.0048378366,0.033044375,0.03447875,0.0073743365,0.005396024,0.8,44
0.7920691,0.10071953,0.099984884,0.0046628984,0.0013827464,0.0011808916,0.8,45
0.864834,0.007155776,0.042681716,0.07243778,0.007469306,0.0054214643,0.8,46
0.8747231,0.005769419,0.07960705,0.029794123,0.0062771877,0.0038292385,0.8,47
0.7138572,0.14470686,0.1339463,0.005371649,0.0010666734,0.001051368,0.8,48
0.72300464,0.14267632,0.12688048,0.0034257506,0.0018430611,0.0021697558,0.8,49
0.80997443,0.0056174626,0.03986705,0.10865342,0.021303177,0.014584507,0.8,50
0.8095254,0.0083102435,0.028506234,0.09489271,0.031765208,0.02700033,0.8,51
0.89799416,0.010568703,0.021289071,0.05599635,0.007818343,0.006333329,0.8,52
0.86766964,0.017232314,0.026379714,0.059008442,0.016108545,0.013601365,0.8,53
0.80508614,0.0061953682,0.0419127,0.11453487,0.018745616,0.013525358,0.8,54
0.91507196,0.002757902,0.042431243,0.03176941,0.0053182216,0.0026512907,0.8,55
0.82543147,0.0084871175,0.085353374,0.0673727,0.0076610097,0.005694344,0.8,56
0.7143652,0.0070446846,0.12430643,0.10390619,0.028240066,0.022137515,0.8,57
0.7666611,0.00602589,0.028788632,0.15601224,0.023179315,0.019332815,0.8,58
0.7537533,0.00938679,0.17017005,0.041146383,0.013796103,0.011747368,0.8,59
0.8510315,0.052784808,0.06483736,0.020340702,0.005234839,0.0057708197,0.8,60
0.8886912,0.010828573,0.05024859,0.037955347,0.0065538734,0.005722453,0.8,61
0.6015245,0.002580208,0.38727215,0.0051008873,0.0019592587,0.0015629478,0.8,62
0.89786863,0.003058784,0.036190365,0.04440092,0.011967336,0.0065139886,0.8,63
0.8280503,0.016341515,0.1261148,0.020796657,0.0046518426,0.004044889,0.8,64
0.8207339,0.04056807,0.12262982,0.0095304735,0.0034863953,0.003051295,0.8,65
0.8726475,0.04142686,0.061230723,0.018314017,0.0033016829,0.0030791694,0.8,66
0.62578535,0.0039327834,0.2390666,0.08744225,0.025839223,0.017933728,0.8,67
0.8932925,0.014283248,0.035774224,0.04430105,0.0066208635,0.0057281107,0.8,68
0.5752321,0.0058494005,0.36414856,0.035497896,0.01071034,0.008561744,0.8,69
0.79070723,0.008779827,0.024504049,0.13107412,0.024927825,0.020006988,0.8,70
0.62043107,0.0014758115,0.033665657,0.2664931,0.04670623,0.031228177,0.8,71
0.60463643,0.30744645,0.0850508,0.0014700947,0.00062278565,0.00077344367,0.8,72
0.8106346,0.077979326,0.099450104,0.005879635,0.0029798017,0.003076505,0.8,73
0.9150348,0.02851423,0.044209465,0.008780103,0.0018599564,0.0016015472,0.8,74
0.7210334,0.0071709948,0.18202338,0.062017124,0.0155518,0.012203314,0.8,75
0.6967721,0.002433195,0.046152093,0.21527083,0.023702523,0.015669309,0.8,76
0.64989585,0.0046383245,0.27549288,0.04823505,0.012514913,0.0092229815,0.8,77
0.64069426,0.004364603,0.023133395,0.20825705,0.065372355,0.05817829,0.8,78
0.6115586,0.0039427304,0.118127406,0.11218205,0.09024492,0.06394424,0.8,79
0.85185397,0.055184215,0.08288237,0.005429107,0.0023578096,0.0022925376,0.8,80
0.88396895,0.026862653,0.047866143,0.028871411,0.0062932107,0.006137709,0.8,81
0.9145869,0.015671594,0.03832625,0.024271311,0.004242837,0.0029010882,0.8,82
0.83681893,0.038229685,0.10302143,0.018400094,0.0019369352,0.0015928857,0.8,83
0.72187895,0.005914119,0.03814069,0.16272989,0.041036475,0.030299917,0.8,84
0.90247625,0.033108,0.025659947,0.026125748,0.006524553,0.006105498,0.8,85
0.8763101,0.07527021,0.038268432,0.004526519,0.0024259014,0.003198866,0.8,86
0.87690103,0.006173673,0.030027565,0.07623988,0.0063230605,0.004334805,0.8,87
0.64100116,0.001367132,0.3007661,0.033482354,0.014179917,0.009203262,0.8,88
0.53044003,0.0014937886,0.03534147,0.31041285,0.06874331,0.05356856,0.8,89
0.71514624,0.13536781,0.14075316,0.0028870353,0.002680358,0.0031653838,0.8,90
0.6787487,0.009389957,0.06892418,0.14762239,0.051399134,0.043915622,0.8,91
0.7853404,0.013549554,0.108187094,0.06545436,0.0142092435,0.013259286,0.8,92
0.55070674,0.001208537,0.440213,0.003688857,0.0023545276,0.0018282873,0.8,93
0.75017,0.0062226173,0.15345342,0.061931845,0.01676256,0.011459493,0.8,94
0.8253552,0.014620836,0.10575799,0.040281296,0.007746295,0.006238373,0.8,95
0.7445677,0.007690649,0.10227168,0.112190895,0.01867276,0.014606234,0.8,96
0.7128407,0.17703357,0.10133443,0.002728799,0.0025844679,0.0034780866,0.8,97
0.8581917,0.009881308,0.035092086,0.06965577,0.015721243,0.011457951,0.8,98
0.90122306,0.016039558,0.03143688,0.043507848,0.004487523,0.0033051916,0.8,99
0.85258245,0.008508361,0.06329554,0.05191955,0.0144867,0.009207415,0.9,0
0.8708422,0.007067438,0.012272848,0.10507033,0.0028715283,0.0018756624,0.9,1
0.8226019,0.06769399,0.07208878,0.028965145,0.004281769,0.004368324,0.9,2
0.73512036,0.0035966751,0.24810934,0.007929915,0.003095222,0.0021484715,0.9,3
0.97480404,0.0058322456,0.013673163,0.004372651,0.0008068545,0.00051106006,0.9,4
0.9263689,0.010983384,0.039865796,0.017826479,0.002967236,0.0019881825,0.9,5
0.78347075,0.015844919,0.18985243,0.0067778234,0.0025207186,0.001533405,0.9,6
0.86485153,0.008877573,0.030174628,0.083839215,0.006575125,0.0056819944,0.9,7
0.8670637,0.020669863,0.050212897,0.045146454,0.009020243,0.007886836,0.9,8
