variance,ac1,alpha,id
0.4329670329670329,0.6649572649572649,0.0,0
-0.5413919413919414,0.37631257631257625,0.0,1
0.30256410256410254,0.21855921855921853,0.0,2
0.8315018315018314,-0.6014652014652014,0.0,3
-0.1907203907203907,0.10671550671550671,0.0,4
-0.3201465201465201,-0.14285714285714285,0.0,5
0.2664224664224664,-0.2644688644688644,0.0,6
-0.4002442002442002,0.23809523809523808,0.0,7
0.5643467643467643,-0.27472527472527475,0.0,8
0.6644688644688644,-0.45006105006105007,0.0,9
0.02857142857142857,-0.4896214896214896,0.0,10
-0.5516483516483517,0.6004884004884005,0.0,11
-0.0485958485958486,0.27521367521367524,0.0,12
0.5072039072039072,-0.22637362637362637,0.0,13
0.21074481074481072,-0.7470085470085469,0.0,14
0.32796092796092796,-0.5633699633699634,0.0,15
0.024664224664224663,-0.6693528693528693,0.0,16
-0.36117216117216117,0.8534798534798534,0.0,17
-0.3738705738705738,0.514041514041514,0.0,18
0.36605616605616603,0.09694749694749695,0.0,19
-0.5682539682539682,0.2937728937728938,0.0,20
-0.045177045177045176,0.09743589743589744,0.0,21
0.4173382173382173,0.7758241758241758,0.0,22
0.22979242979242978,0.6195360195360194,0.0,23
-0.11062271062271062,-0.742124542124542,0.0,24
-0.3474969474969475,0.5741147741147741,0.0,25
0.30891330891330887,-0.3807081807081807,0.0,26
0.5584859584859585,-0.7206349206349206,0.0,27
0.44126984126984126,0.37973137973137966,0.0,28
-0.3162393162393162,-0.10427350427350426,0.0,29
-0.641025641025641,0.7191697191697192,0.0,30
-0.1746031746031746,0.7743589743589744,0.0,31
0.012942612942612942,0.389010989010989,0.0,32
-0.4603174603174603,0.2503052503052503,0.0,33
-0.6864468864468865,0.8666666666666666,0.0,34
-0.49450549450549447,0.34163614163614164,0.0,35
-0.7802197802197802,-0.5418803418803418,0.0,36
0.6385836385836385,-0.8114774114774115,0.0,37
-0.41831501831501827,-0.3216117216117216,0.0,38
0.21660561660561659,0.3391941391941392,0.0,39
0.49841269841269836,-0.810989010989011,0.0,40
-0.7401709401709401,0.618070818070818,0.0,41
0.41587301587301584,-0.6195360195360194,0.0,42
-0.6166056166056165,0.4407814407814407,0.0,43
0.6263736263736263,0.3235653235653236,0.0,44
0.35873015873015873,-0.5824175824175823,0.0,45
0.768986568986569,0.4632478632478632,0.0,46
-0.7645909645909645,0.6229548229548229,0.0,47
-0.5233211233211232,0.17606837606837605,0.0,48
0.41978021978021973,-0.6278388278388277,0.0,49
0.6234432234432233,-0.7626373626373626,0.0,50
0.7313797313797313,-0.7059829059829059,0.0,51
-0.2039072039072039,-0.042735042735042736,0.0,52
0.35677655677655673,-0.5609279609279609,0.0,53
0.08034188034188033,0.17899877899877897,0.0,54
0.09548229548229548,-0.02026862026862027,0.0,55
-0.641025641025641,0.5291819291819291,0.0,56
-0.2341880341880342,0.11306471306471307,0.0,57
-0.11306471306471307,0.9242979242979242,0.0,58
0.09694749694749695,-0.41587301587301584,0.0,59
0.5404151404151404,-0.7548229548229547,0.0,60
0.08473748473748474,0.13894993894993896,0.0,61
-0.2122100122100122,0.37240537240537236,0.0,62
0.22246642246642245,0.641025641025641,0.0,63
0.2112332112332112,0.04810744810744811,0.0,64
0.5506715506715507,-0.2673992673992674,0.0,65
0.431013431013431,-0.7416361416361416,0.0,66
-0.3665445665445665,0.30305250305250303,0.0,67
-0.32307692307692304,-0.4056166056166056,0.0,68
-0.5633699633699634,0.34554334554334554,0.0,69
0.16971916971916973,0.2835164835164835,0.0,70
0.010989010989010988,-0.30940170940170936,0.0,71
-0.38461538461538464,-0.49890109890109885,0.0,72
-0.094017094017094,0.35628815628815624,0.0,73
-0.4876678876678876,0.34896214896214894,0.0,74
0.010989010989010988,0.20048840048840047,0.0,75
0.5633699633699634,-0.5477411477411478,0.0,76
0.2903540903540903,-0.6537240537240537,0.0,77
-0.2293040293040293,0.28644688644688643,0.0,78
-0.3142857142857142,0.3216117216117216,0.0,79
-0.3211233211233211,0.7328449328449328,0.0,80
0.49157509157509155,-0.5335775335775336,0.0,81
0.8705738705738705,-0.7338217338217338,0.0,82
0.6522588522588523,0.35531135531135527,0.0,83
-0.6732600732600732,0.32503052503052504,0.0,84
0.4002442002442002,-0.8070818070818071,0.0,85
-0.16434676434676435,0.8036630036630036,0.0,86
-0.8407814407814407,0.3006105006105006,0.0,87
-0.3206349206349206,0.5057387057387057,0.0,88
-0.14285714285714285,0.43882783882783877,0.0,89
0.5677655677655677,-0.3792429792429792,0.0,90
-0.2918192918192918,0.262026862026862,0.0,91
-0.7401709401709401,0.11843711843711843,0.0,92
0.38998778998779,0.3787545787545787,0.0,93
0.19462759462759463,-0.47155067155067154,0.0,94
-0.7235653235653235,-0.007081807081807082,0.0,95
0.2976800976800977,0.3504273504273504,0.0,96
-0.4271062271062271,-0.2605616605616605,0.0,97
0.013919413919413919,-0.5794871794871794,0.0,98
0.35238095238095235,-0.5560439560439561,0.0,99
-0.6561660561660562,0.5521367521367522,0.1,0
0.0568986568986569,0.20195360195360196,0.1,1
-0.7753357753357754,-0.4456654456654457,0.1,2
0.3719169719169719,-0.2444444444444444,0.1,3
-0.7680097680097681,0.852014652014652,0.1,4
0.5472527472527473,0.3396825396825397,0.1,5
0.2664224664224664,0.6102564102564102,0.1,6
0.034432234432234435,-0.3396825396825397,0.1,7
-0.3855921855921856,0.34945054945054943,0.1,8
0.25567765567765566,0.5023199023199023,0.1,9
0.5076923076923077,0.0017094017094017092,0.1,10
-0.7206349206349206,-0.5970695970695971,0.1,11
-0.6669108669108669,0.5452991452991454,0.1,12
-0.08571428571428572,0.008547008547008548,0.1,13
0.20634920634920634,0.6576312576312576,0.1,14
-0.5540903540903541,-0.3514041514041514,0.1,15
0.5467643467643468,-0.49450549450549447,0.1,16
0.15067155067155066,0.4564102564102564,0.1,17
0.39487179487179486,-0.4402930402930402,0.1,18
0.5301587301587302,-0.45738705738705737,0.1,19
0.5882783882783883,-0.3543345543345543,0.1,20
-0.535042735042735,-0.31916971916971915,0.1,21
-0.702075702075702,0.811965811965812,0.1,22
0.3079365079365079,-0.8735042735042734,0.1,23
-0.8358974358974358,0.20293040293040293,0.1,24
-0.027106227106227104,-0.1238095238095238,0.1,25
0.20830280830280828,0.7714285714285715,0.1,26
0.2678876678876679,0.7113553113553113,0.1,27
-0.4534798534798535,-0.515018315018315,0.1,28
-0.3001221001221001,0.6019536019536019,0.1,29
-0.4007326007326007,-0.5560439560439561,0.1,30
0.4642246642246642,-0.5301587301587302,0.1,31
0.8168498168498168,-0.3118437118437118,0.1,32
-0.7694749694749695,0.5853479853479853,0.1,33
0.5555555555555556,-0.1321123321123321,0.1,34
0.08766788766788766,0.25958485958485955,0.1,35
0.3792429792429792,-0.03540903540903541,0.1,36
-0.536019536019536,-0.3738705738705738,0.1,37
-0.4437118437118437,-0.073015873015873,0.1,38
0.2459096459096459,0.21660561660561659,0.1,39
-0.15115995115995115,0.2884004884004884,0.1,40
0.6844932844932845,-0.05201465201465201,0.1,41
-0.5413919413919414,-0.29865689865689865,0.1,42
-0.37240537240537236,0.3606837606837607,0.1,43
0.5316239316239316,0.11990231990231989,0.1,44
-0.4495726495726496,0.5496947496947497,0.1,45
-0.2532356532356532,-0.029548229548229547,0.1,46
0.5301587301587302,-0.03296703296703296,0.1,47
-0.05054945054945055,-0.2962148962148962,0.1,48
0.20293040293040293,0.8627594627594627,0.1,49
-0.7255189255189255,-0.3308913308913309,0.1,50
0.3294261294261294,-0.5242979242979242,0.1,51
0.12527472527472527,-0.6146520146520146,0.1,52
