0,1,2,3,4,5,scale,id
0.571476,0.29386675,0.13210551,0.0013608891,0.00052236725,0.00066858117,0.8,0
0.5052242,0.45172116,0.042495564,0.00030449385,8.2489416e-05,0.000172012,0.8,1
0.64259624,0.3087928,0.04316888,0.0037125435,0.0007273457,0.0010021473,0.8,2
0.50419164,0.46632287,0.029049385,0.00023405759,6.614012e-05,0.0001359541,0.8,3
0.5014674,0.47519735,0.023070898,0.00015486493,3.125459e-05,7.824223e-05,0.8,4
0.5115105,0.4515296,0.03620627,0.00039946352,0.00012392145,0.00023018749,0.8,5
0.5085424,0.43935192,0.051477868,0.00034933476,0.00010332601,0.00017519755,0.8,6
0.5074252,0.42292848,0.06890713,0.00041588876,0.000113010305,0.00021037528,0.8,7
0.50122315,0.4808694,0.017690353,0.00013282192,2.4984098e-05,5.9339895e-05,0.8,8
0.5070713,0.4568265,0.035567224,0.00032230123,7.033027e-05,0.00014234392,0.8,9
0.5032126,0.44818333,0.047993988,0.00038151955,7.032098e-05,0.00015834371,0.8,10
0.62156665,0.2871388,0.08832639,0.0017462035,0.000561647,0.0006602963,0.8,11
0.5101459,0.4498072,0.03942745,0.00034673826,9.25072e-05,0.00018015949,0.8,12
0.56350124,0.34062123,0.09339181,0.0014521494,0.00044072926,0.00059274054,0.8,13
0.50886905,0.43921223,0.05132523,0.0003079135,0.0001010149,0.00018460021,0.8,14
0.5028163,0.46389112,0.032948423,0.00019296617,4.6718487e-05,0.00010441812,0.8,15
0.5201949,0.43179592,0.047021564,0.0005982533,0.00014890848,0.00024035561,0.8,16
0.49951023,0.48217595,0.017980164,0.00024080434,2.2369944e-05,7.052946e-05,0.8,17
0.5057823,0.4133532,0.08007747,0.00040043716,0.00013558264,0.00025090127,0.8,18
0.70837283,0.17019513,0.11346805,0.004232844,0.0017423967,0.0019886834,0.8,19
0.50260276,0.47236136,0.024749659,0.00016106297,3.932806e-05,8.583861e-05,0.8,20
0.5056472,0.4280312,0.06560213,0.00037594716,0.00011463645,0.00022889196,0.8,21
0.5187088,0.3523669,0.12736346,0.0008077603,0.00030392178,0.0004491067,0.8,22
0.5013659,0.47074297,0.027607957,0.00016888986,3.616052e-05,7.816656e-05,0.8,23
0.53931856,0.3892191,0.06990634,0.0009810266,0.00023827454,0.0003366549,0.8,24
0.5242959,0.4280038,0.04681253,0.00050567306,0.00014766003,0.00023436025,0.8,25
0.6164978,0.3003591,0.08037841,0.0018381281,0.000447642,0.00047887556,0.8,26
0.8805742,0.08736576,0.013222375,0.016966583,0.00093111704,0.0009399596,0.8,27
0.5087139,0.41935438,0.0711383,0.00041439626,0.00014091026,0.00023804996,0.8,28
0.5556726,0.39356333,0.049373634,0.0008188347,0.00023662517,0.00033499266,0.8,29
0.5027267,0.47082263,0.026142294,0.00016609966,4.332855e-05,9.8952834e-05,0.8,30
0.5171929,0.44689688,0.035079915,0.0004673218,0.00013429782,0.0002286321,0.8,31
0.5046068,0.45752004,0.037387874,0.00027006294,7.0326765e-05,0.00014491423,0.8,32
0.7398452,0.18113032,0.07146834,0.0053946595,0.0010130868,0.0011484124,0.8,33
0.5108547,0.43106756,0.057274703,0.0004256878,0.00014044154,0.00023694617,0.8,34
0.52606666,0.37125418,0.10094742,0.0009629583,0.00029729123,0.00047146078,0.8,35
0.5881528,0.36888194,0.041404404,0.0010489537,0.00022937506,0.00028249124,0.8,36
0.5304602,0.42407745,0.044447,0.00057397905,0.00018129333,0.00026004468,0.8,37
0.52172685,0.41819215,0.058794007,0.0007037383,0.00021407599,0.00036916207,0.8,38
0.6272436,0.3053134,0.06405912,0.0021775092,0.00055113644,0.00065521494,0.8,39
0.52048653,0.4521165,0.026605668,0.000408123,0.00013755824,0.00024556217,0.8,40
0.50932276,0.39095548,0.09861355,0.00055645645,0.00019265371,0.00035903265,0.8,41
0.52825546,0.41058835,0.05989844,0.00075524877,0.00019400718,0.0003084687,0.8,42
0.50430924,0.44183472,0.053224627,0.00035780843,8.7455286e-05,0.00018613052,0.8,43
0.53311336,0.4015889,0.06389893,0.00065956276,0.00027684245,0.00046245463,0.8,44
0.5056348,0.4222323,0.07134903,0.00043427187,0.00011339965,0.0002362187,0.8,45
0.50566363,0.4432308,0.05056699,0.00028702093,8.6127e-05,0.00016544943,0.8,46
0.62929344,0.279851,0.08758813,0.0022561792,0.00047846467,0.0005327625,0.8,47
0.5148435,0.45098403,0.03344604,0.00041691784,0.000109277054,0.00020012741,0.8,48
0.50851524,0.44546178,0.04536946,0.00034319627,0.000105429186,0.00020492432,0.8,49
0.5107766,0.3955339,0.09248274,0.00064547936,0.00021203204,0.00034926698,0.8,50
0.50635237,0.4292867,0.063778624,0.00034115065,8.679032e-05,0.00015426944,0.8,51
0.50391114,0.44502735,0.050559353,0.00026242575,7.643426e-05,0.00016323893,0.8,52
0.5052183,0.45451695,0.03980649,0.00026063883,6.889511e-05,0.0001287283,0.8,53
0.572458,0.37202743,0.053617593,0.0009171896,0.0004084183,0.0005712935,0.8,54
0.5013817,0.46680084,0.031425104,0.00027408334,3.629799e-05,8.2007915e-05,0.8,55
0.5302304,0.4432992,0.025784742,0.0003902039,0.000120996556,0.00017438512,0.8,56
0.5358097,0.3793298,0.08321601,0.0011039204,0.00022370626,0.00031687258,0.8,57
0.5195397,0.4272897,0.052093692,0.0005525052,0.00020017108,0.0003242421,0.8,58
0.50457054,0.45322096,0.04174642,0.00027561595,6.0688144e-05,0.00012565256,0.8,59
0.502238,0.4609834,0.036405083,0.00021552743,4.793916e-05,0.000110060224,0.8,60
0.78063416,0.14550845,0.06842738,0.0028701243,0.0012316072,0.0013282183,0.8,61
0.507045,0.46047026,0.032018464,0.00027708564,6.562848e-05,0.0001236095,0.8,62
0.5425696,0.40403756,0.051964324,0.00060694054,0.000328908,0.00049262604,0.8,63
0.7184969,0.2176137,0.059558764,0.0031846426,0.00056592934,0.0005800521,0.8,64
0.50576466,0.46532226,0.028524587,0.00022841868,5.937923e-05,0.000100770216,0.8,65
0.51811695,0.43828657,0.042753123,0.00041933634,0.00015632318,0.00026774028,0.8,66
0.5953667,0.3596007,0.04350292,0.000857828,0.00028793665,0.00038387137,0.8,67
0.502809,0.47489795,0.021950666,0.00020266676,4.3727152e-05,9.604043e-05,0.8,68
0.51760465,0.4245908,0.056961473,0.00047115705,0.0001446308,0.00022734523,0.8,69
0.5066825,0.45231274,0.04050122,0.00027645542,7.659857e-05,0.00015047113,0.8,70
