0,1,2,3,4,5,alpha,id
0.9794569,0.004592355,0.0033511866,0.012108117,0.00032466356,0.0001668037,0.0,0
0.96590495,0.007543566,0.013173524,0.012891045,0.00029345514,0.00019345869,0.0,1
0.94887996,0.023080418,0.025026439,0.0025569345,0.00028801133,0.00016822066,0.0,2
0.7543239,0.16773708,0.073147014,0.0036697837,0.00054115726,0.0005810668,0.0,3
0.9424864,0.041935198,0.012151504,0.0032118317,0.00012742708,8.759839e-05,0.0,4
0.9444387,0.009372649,0.0022468932,0.04241923,0.0009845693,0.0005379866,0.0,5
0.946761,0.007111675,0.0401543,0.0054342984,0.0003574315,0.00018128466,0.0,6
0.88063204,0.09699144,0.019200983,0.0026430052,0.0002947546,0.00023780651,0.0,7
0.57969016,0.29839292,0.11957606,0.0011874582,0.00047482373,0.0006785752,0.0,8
0.56480473,0.18384802,0.24790072,0.0018364683,0.00072954886,0.0008805689,0.0,9
0.62367535,0.022990197,0.3492647,0.0022572798,0.0010787919,0.00073376327,0.0,10
0.94065416,0.035362966,0.015298968,0.00788058,0.00045839607,0.00034491363,0.0,11
0.89402485,0.008169993,0.09461713,0.0012305491,0.0012492677,0.00070830114,0.0,12
0.5299637,0.31989586,0.1483982,0.0011243562,0.0002584735,0.0003594571,0.0,13
0.9026333,0.080039695,0.015392494,0.0015163239,0.00022843781,0.00018970529,0.0,14
0.7670108,0.18425627,0.044297703,0.0035883195,0.0004403854,0.00040651826,0.0,15
0.6094263,0.26118487,0.1261018,0.0020565493,0.00055437523,0.0006760476,0.0,16
0.6815088,0.001792879,0.0031308327,0.3096786,0.0024520403,0.0014368293,0.0,17
0.8872514,0.0916566,0.018317107,0.0022865823,0.0002751756,0.00021318659,0.0,18
0.9579892,0.002754589,0.0015736026,0.037235327,0.00027850026,0.00016881013,0.0,19
0.9130965,0.063912526,0.0122537445,0.010078942,0.00035256462,0.00030574383,0.0,20
0.8153031,0.1411909,0.040210586,0.0022607655,0.0005107428,0.0005239355,0.0,21
0.94904745,0.017135788,0.004282498,0.028592229,0.0005704105,0.00037159453,0.0,22
0.82417774,0.0024512783,0.007947083,0.16148181,0.0026070536,0.0013350595,0.0,23
0.7809017,0.014021756,0.20133905,0.0016558509,0.0012130293,0.00086861494,0.0,24
0.9681021,0.012429101,0.0055778627,0.013598443,0.000182191,0.00011030466,0.0,25
0.8083957,0.15462473,0.033421323,0.0026077519,0.0004617246,0.0004887482,0.0,26
0.5602861,0.34304345,0.094996125,0.0010258377,0.00029201654,0.00035648685,0.0,27
0.966676,0.018426206,0.011587073,0.0030662983,0.00015179967,9.270632e-05,0.0,28
0.91416895,0.037736088,0.045547303,0.0018750228,0.00038515197,0.00028739247,0.0,29
0.90965855,0.013480252,0.004360761,0.07131324,0.0006778514,0.00050934276,0.0,30
0.95057845,0.00873657,0.005295251,0.03374047,0.0010301034,0.0006191108,0.0,31
0.9353256,0.012636761,0.03228792,0.018060258,0.0010593222,0.0006301274,0.0,32
0.8886022,0.095556825,0.010215982,0.0051266807,0.0002758593,0.00022242806,0.0,33
0.5422398,0.00035278435,0.0011678088,0.45279586,0.0021506546,0.0012930166,0.0,34
0.8806982,0.009561077,0.017542457,0.09079371,0.0008318874,0.0005725898,0.0,35
0.86094713,0.08796343,0.047861986,0.0023725769,0.00044776447,0.00040719443,0.0,36
0.52019125,0.279082,0.19897951,0.00080404215,0.0003892325,0.0005540278,0.0,37
0.95684385,0.009534574,0.031680766,0.0015255467,0.00025941042,0.0001559024,0.0,38
0.9060137,0.04745659,0.042187866,0.003661448,0.0003922893,0.00028801413,0.0,39
0.5900128,0.3516475,0.05626432,0.0012546665,0.00033603463,0.0004846918,0.0,40
0.9192846,0.06339643,0.01440899,0.002598697,0.00018046613,0.00013079953,0.0,41
0.79698145,0.066423826,0.1305175,0.0040599154,0.0011003582,0.0009169385,0.0,42
0.9750862,0.010744835,0.012659958,0.0012685318,0.00015166859,8.879201e-05,0.0,43
0.87048376,0.06543029,0.059289645,0.00386367,0.00051843975,0.0004142155,0.0,44
0.5060897,0.44663116,0.046746887,0.0002942554,8.819315e-05,0.00014980875,0.0,45
0.97068864,0.00642696,0.009158108,0.013152446,0.00040071926,0.00017314598,0.0,46
0.95062315,0.03492472,0.0076912255,0.006416285,0.0001869393,0.00015770881,0.0,47
0.95571065,0.03076804,0.0071819252,0.0059730583,0.00022247931,0.0001439677,0.0,48
0.86978066,0.10261607,0.022626912,0.0041857865,0.00039412422,0.0003964139,0.0,49
0.50806373,0.39745325,0.093684174,0.00043821742,0.00013294737,0.00022758763,0.0,50
0.5401822,0.39137605,0.06722222,0.0006250882,0.0002582987,0.00033615125,0.0,51
0.775995,0.20004076,0.02224076,0.0011889898,0.00027970583,0.00025475502,0.0,52
0.7355917,0.22627082,0.035758734,0.0015148289,0.0004233263,0.00044059622,0.0,53
0.882514,0.09663819,0.018485352,0.0018521434,0.000262087,0.0002482992,0.0,54
0.9379215,0.026952883,0.022423986,0.01150388,0.0007017012,0.00049601827,0.0,55
0.94320744,0.030100448,0.009729724,0.015974937,0.0006007189,0.0003866447,0.0,56
0.9505126,0.01831787,0.02810582,0.0024594578,0.00038857304,0.00021573319,0.0,57
0.5421233,0.00041569798,0.0018985347,0.45371243,0.001161052,0.0006889737,0.0,58
0.8414358,0.1333999,0.0228846,0.0016998217,0.00028921454,0.00029068833,0.0,59
0.51238984,0.32068744,0.16560405,0.0006346919,0.0002775195,0.0004064222,0.0,60
0.9737569,0.014226602,0.008285149,0.0034763748,0.0001623485,9.264395e-05,0.0,61
0.8636019,0.09617048,0.034088235,0.0056065097,0.00029309295,0.00023971146,0.0,62
0.9467515,0.0041299504,0.0128089,0.035483163,0.00053742464,0.00028910785,0.0,63
0.76595163,0.17079791,0.058021884,0.0044537866,0.000406568,0.00036823694,0.0,64
0.55097383,0.37406033,0.072845675,0.0014223141,0.00030277245,0.0003950942,0.0,65
