time,D,M,T,scale_up
198,159.79951281583536,0.24149827076472843,348.1999999999996,0.8
199,159.79951281583536,0.24149827076472843,348.1999999999996,0.8
198,159.79428030130117,0.24164321908972575,348.09999999999957,0.8
199,159.79428030130114,0.24164321908972575,348.09999999999957,0.8
198,159.78904322388604,0.24178825849937063,347.99999999999955,0.8
199,159.78904322388604,0.24178825849937063,347.99999999999955,0.8
198,159.78380157573937,0.24193338904562373,347.8999999999995,0.8
199,159.78380157573937,0.24193338904562373,347.8999999999995,0.8
198,159.77855534898714,0.24207861078042212,347.7999999999995,0.8
199,159.77855534898714,0.24207861078042212,347.7999999999995,0.8
198,159.77330453573228,0.2422239237556801,347.6999999999995,0.8
199,159.77330453573228,0.2422239237556801,347.6999999999995,0.8
198,159.7680491280541,0.2423693280232876,347.59999999999945,0.8
199,159.7680491280541,0.2423693280232876,347.59999999999945,0.8
198,159.76278911800858,0.2425148236351109,347.49999999999943,0.8
199,159.76278911800858,0.2425148236351109,347.49999999999943,0.8
198,159.75752449762822,0.24266041064299185,347.3999999999994,0.8
199,159.75752449762822,0.24266041064299185,347.3999999999994,0.8
198,159.75225525892185,0.24280608909874754,347.2999999999994,0.8
199,159.75225525892185,0.24280608909874754,347.2999999999994,0.8
198,159.7469813938746,0.24295185905417016,347.19999999999936,0.8
199,159.7469813938746,0.24295185905417016,347.19999999999936,0.8
198,159.74170289444785,0.24309772056102658,347.09999999999934,0.8
199,159.74170289444785,0.24309772056102658,347.09999999999934,0.8
198,159.73641975257914,0.2432436736710577,346.9999999999993,0.8
199,159.7364197525791,0.2432436736710578,346.9999999999993,0.8
198,159.73113196018204,0.24338971843597904,346.8999999999993,0.8
199,159.73113196018204,0.24338971843597904,346.8999999999993,0.8
198,159.72583950914623,0.2435358549074794,346.7999999999993,0.8
199,159.72583950914623,0.2435358549074794,346.7999999999993,0.8
198,159.72054239133712,0.24368208313722087,346.69999999999925,0.8
199,159.72054239133712,0.24368208313722087,346.69999999999925,0.8
198,159.71524059859613,0.243828403176839,346.5999999999992,0.8
199,159.71524059859613,0.243828403176839,346.5999999999992,0.8
198,159.7099341227403,0.24397481507794166,346.4999999999992,0.8
199,159.7099341227403,0.24397481507794166,346.4999999999992,0.8
198,159.7046229555624,0.2441213188921094,346.3999999999992,0.8
199,159.7046229555624,0.2441213188921094,346.3999999999992,0.8
198,159.69930708883078,0.24426791467089454,346.29999999999916,0.8
199,159.69930708883078,0.24426791467089454,346.29999999999916,0.8
198,159.6939865142893,0.24441460246582147,346.19999999999914,0.8
199,159.6939865142893,0.24441460246582147,346.19999999999914,0.8
198,159.68866122365722,0.24456138232838567,346.0999999999991,0.8
199,159.68866122365722,0.24456138232838567,346.0999999999991,0.8
198,159.6833312086291,0.24470825431005352,345.9999999999991,0.8
199,159.6833312086291,0.24470825431005352,345.9999999999991,0.8
198,159.6779964608749,0.24485521846226269,345.89999999999907,0.8
199,159.6779964608749,0.24485521846226269,345.89999999999907,0.8
198,159.67265697203962,0.24500227483642056,345.79999999999905,0.8
199,159.67265697203962,0.24500227483642056,345.79999999999905,0.8
198,159.66731273374342,0.2451494234839049,345.699999999999,0.8
199,159.66731273374342,0.2451494234839049,345.699999999999,0.8
198,159.66196373758137,0.24529666445606302,345.599999999999,0.8
199,159.66196373758137,0.24529666445606302,345.599999999999,0.8
198,159.6566099751236,0.24544399780421158,345.499999999999,0.8
199,159.6566099751236,0.24544399780421158,345.499999999999,0.8
198,159.651251437915,0.24559142357963618,345.39999999999895,0.8
199,159.651251437915,0.24559142357963618,345.39999999999895,0.8
198,159.64588811747524,0.24573894183359116,345.29999999999893,0.8
199,159.6458881174752,0.24573894183359124,345.29999999999893,0.8
198,159.64052000529864,0.245886552617299,345.1999999999989,0.8
199,159.64052000529864,0.245886552617299,345.1999999999989,0.8
198,159.6351470928542,0.2460342559819502,345.0999999999989,0.8
199,159.6351470928542,0.2460342559819502,345.0999999999989,0.8
198,159.62976937158524,0.2461820519787026,344.99999999999886,0.8
199,159.62976937158524,0.2461820519787026,344.99999999999886,0.8
198,159.6243868329097,0.2463299406586816,344.89999999999884,0.8
199,159.6243868329097,0.2463299406586816,344.89999999999884,0.8
198,159.61899946821973,0.24647792207297922,344.7999999999988,0.8
199,159.61899946821973,0.24647792207297922,344.7999999999988,0.8
198,159.61360726888174,0.24662599627265408,344.6999999999988,0.8
199,159.61360726888174,0.24662599627265408,344.6999999999988,0.8
198,159.60821022623634,0.2467741633087308,344.5999999999988,0.8
199,159.60821022623634,0.2467741633087308,344.5999999999988,0.8
198,159.60280833159814,0.2469224232321998,344.49999999999875,0.8
199,159.60280833159814,0.2469224232321998,344.49999999999875,0.8
198,159.59740157625592,0.2470707760940171,344.3999999999987,0.8
199,159.59740157625592,0.2470707760940171,344.3999999999987,0.8
198,159.5919899514721,0.24721922194510354,344.2999999999987,0.8
199,159.5919899514721,0.24721922194510354,344.2999999999987,0.8
198,159.58657344848322,0.24736776083634476,344.1999999999987,0.8
199,159.58657344848322,0.24736776083634476,344.1999999999987,0.8
198,159.58115205849919,0.24751639281859042,344.09999999999866,0.8
199,159.58115205849919,0.2475163928185905,344.09999999999866,0.8
198,159.57572577270383,0.24766511794265467,343.99999999999864,0.8
199,159.57572577270383,0.24766511794265467,343.99999999999864,0.8
198,159.57029458225455,0.2478139362593147,343.8999999999986,0.8
199,159.57029458225455,0.2478139362593147,343.8999999999986,0.8
198,159.5648584782819,0.247962847819311,343.7999999999986,0.8
199,159.5648584782819,0.247962847819311,343.7999999999986,0.8
198,159.5594174518902,0.2481118526733469,343.69999999999857,0.8
199,159.5594174518902,0.2481118526733469,343.69999999999857,0.8
198,159.5539714941568,0.2482609508720885,343.59999999999854,0.8
199,159.5539714941568,0.2482609508720885,343.59999999999854,0.8
198,159.5485205961323,0.24841014246616316,343.4999999999985,0.8
199,159.5485205961323,0.24841014246616316,343.4999999999985,0.8
198,159.54306474884055,0.24855942750616075,343.3999999999985,0.8
199,159.54306474884055,0.24855942750616075,343.3999999999985,0.8
198,159.53760394327824,0.24870880604263204,343.2999999999985,0.8
199,159.53760394327827,0.24870880604263199,343.2999999999985,0.8
198,159.53213817041512,0.2488582781260886,343.19999999999845,0.8
199,159.53213817041512,0.2488582781260886,343.19999999999845,0.8
198,159.52666742119368,0.24900784380700264,343.09999999999843,0.8
199,159.52666742119368,0.24900784380700264,343.09999999999843,0.8
198,159.52119168652925,0.24915750313580642,342.9999999999984,0.8
199,159.52119168652922,0.2491575031358065,342.9999999999984,0.8
198,159.51571095730975,0.24930725616289218,342.8999999999984,0.8
199,159.51571095730975,0.24930725616289218,342.8999999999984,0.8
198,159.51022522439578,0.24945710293861123,342.79999999999836,0.8
199,159.51022522439578,0.24945710293861123,342.79999999999836,0.8
198,159.5047344786203,0.24960704351327392,342.69999999999834,0.8
199,159.5047344786203,0.24960704351327392,342.69999999999834,0.8
198,159.49923871078877,0.24975707793714913,342.5999999999983,0.8
199,159.49923871078877,0.24975707793714913,342.5999999999983,0.8
198,159.49373791167892,0.24990720626046417,342.4999999999983,0.8
199,159.49373791167892,0.24990720626046417,342.4999999999983,0.8
198,159.48823207204063,0.2500574285334036,342.3999999999983,0.8
199,159.48823207204063,0.2500574285334036,342.3999999999983,0.8
198,159.48272118259592,0.25020774480610974,342.29999999999825,0.8
199,159.48272118259592,0.25020774480610974,342.29999999999825,0.8
198,159.47720523403893,0.2503581551286817,342.1999999999982,0.8
199,159.47720523403893,0.2503581551286817,342.1999999999982,0.8
198,159.47168421703554,0.2505086595511751,342.0999999999982,0.8
199,159.47168421703554,0.2505086595511751,342.0999999999982,0.8
198,159.46615812222373,0.2506592581236019,341.9999999999982,0.8
199,159.46615812222373,0.2506592581236019,341.9999999999982,0.8
198,159.46062694021302,0.25080995089592967,341.89999999999816,0.8
199,159.46062694021302,0.25080995089592967,341.89999999999816,0.8
198,159.45509066158462,0.25096073791808127,341.79999999999814,0.8
199,159.45509066158462,0.25096073791808127,341.79999999999814,0.8
198,159.4495492768914,0.25111161923993464,341.6999999999981,0.8
199,159.4495492768914,0.25111161923993464,341.6999999999981,0.8
198,159.44400277665767,0.2512625949113222,341.5999999999981,0.8
199,159.44400277665767,0.2512625949113222,341.5999999999981,0.8
198,159.43845115137898,0.25141366498203005,341.49999999999807,0.8
199,159.43845115137896,0.25141366498203016,341.49999999999807,0.8
198,159.43289439152227,0.2515648295017985,341.39999999999804,0.8
199,159.43289439152227,0.2515648295017985,341.39999999999804,0.8
198,159.42733248752575,0.25171608852032096,341.299999999998,0.8
199,159.42733248752575,0.25171608852032096,341.299999999998,0.8
198,159.42176542979854,0.2518674420872436,341.199999999998,0.8
199,159.42176542979854,0.2518674420872436,341.199999999998,0.8
198,159.41619320872093,0.25201889025216495,341.099999999998,0.8
199,159.41619320872093,0.25201889025216495,341.099999999998,0.8
198,159.4106158146439,0.2521704330646355,340.99999999999795,0.8
199,159.4106158146439,0.2521704330646355,340.99999999999795,0.8
198,159.40503323788954,0.25232207057415773,340.89999999999793,0.8
199,159.40503323788954,0.25232207057415773,340.89999999999793,0.8
198,159.3994454687504,0.25247380283018483,340.7999999999979,0.8
199,159.3994454687504,0.25247380283018483,340.7999999999979,0.8
198,159.3938524974897,0.25262562988212056,340.6999999999979,0.8
199,159.3938524974897,0.25262562988212056,340.6999999999979,0.8
198,159.38825431434122,0.2527775517793195,340.59999999999786,0.8
199,159.38825431434122,0.2527775517793195,340.59999999999786,0.8
198,159.38265090950912,0.25292956857108545,340.49999999999784,0.8
199,159.38265090950912,0.25292956857108545,340.49999999999784,0.8
198,159.377042273168,0.2530816803066721,340.3999999999978,0.8
199,159.377042273168,0.2530816803066721,340.3999999999978,0.8
198,159.37142839546254,0.25323388703528193,340.2999999999978,0.8
199,159.37142839546254,0.25323388703528193,340.2999999999978,0.8
198,159.3658092665076,0.25338618880606595,340.1999999999978,0.8
199,159.3658092665076,0.25338618880606595,340.1999999999978,0.8
198,159.36018487638808,0.25353858566812315,340.09999999999775,0.8
199,159.36018487638808,0.25353858566812315,340.09999999999775,0.8
198,159.3545552151589,0.2536910776705003,339.9999999999977,0.8
199,159.3545552151589,0.2536910776705003,339.9999999999977,0.8
198,159.3489202728447,0.25384366486219134,339.8999999999977,0.8
199,159.3489202728447,0.25384366486219134,339.8999999999977,0.8
198,159.34328003943992,0.2539963472921371,339.7999999999977,0.8
199,159.34328003943992,0.2539963472921371,339.7999999999977,0.8
198,159.3376345049086,0.2541491250092244,339.69999999999766,0.8
199,159.3376345049086,0.2541491250092244,339.69999999999766,0.8
198,159.33198365918437,0.2543019980622859,339.59999999999764,0.8
199,159.33198365918437,0.2543019980622859,339.59999999999764,0.8
198,159.32632749217032,0.25445496650010024,339.4999999999976,0.8
199,159.32632749217032,0.25445496650010024,339.4999999999976,0.8
198,159.32066599373877,0.2546080303713903,339.3999999999976,0.8
199,159.32066599373877,0.2546080303713903,339.3999999999976,0.8
198,159.3149991537315,0.25476118972482387,339.29999999999757,0.8
199,159.3149991537315,0.25476118972482387,339.29999999999757,0.8
198,159.30932696195913,0.2549144446090125,339.19999999999754,0.8
199,159.30932696195913,0.2549144446090125,339.19999999999754,0.8
198,159.30364940820164,0.25506779507251165,339.0999999999975,0.8
199,159.30364940820164,0.25506779507251165,339.0999999999975,0.8
198,159.29796648220776,0.2552212411638195,338.9999999999975,0.8
199,159.29796648220776,0.2552212411638195,338.9999999999975,0.8
198,159.2922781736951,0.2553747829313772,338.8999999999975,0.8
199,159.2922781736951,0.2553747829313772,338.8999999999975,0.8
198,159.28658447235006,0.2555284204235679,338.79999999999745,0.8
199,159.28658447235006,0.2555284204235679,338.79999999999745,0.8
198,159.28088536782766,0.25568215368871644,338.69999999999743,0.8
199,159.28088536782766,0.25568215368871644,338.69999999999743,0.8
198,159.27518084975148,0.25583598277508907,338.5999999999974,0.8
199,159.27518084975148,0.25583598277508907,338.5999999999974,0.8
198,159.2694709077134,0.2559899077308923,338.4999999999974,0.8
199,159.2694709077134,0.2559899077308923,338.4999999999974,0.8
198,159.2637555312739,0.25614392860427376,338.39999999999736,0.8
199,159.2637555312739,0.25614392860427376,338.39999999999736,0.8
198,159.25803470996146,0.25629804544332024,338.29999999999734,0.8
199,159.25803470996144,0.2562980454433203,338.29999999999734,0.8
198,159.25230843327276,0.256452258296058,338.1999999999973,0.8
199,159.2523084332728,0.2564522582960579,338.1999999999973,0.8
198,159.24657669067264,0.25660656721045233,338.0999999999973,0.8
199,159.24657669067264,0.25660656721045233,338.0999999999973,0.8
198,159.24083947159363,0.25676097223440664,337.99999999999727,0.8
199,159.24083947159363,0.25676097223440664,337.99999999999727,0.8
198,159.23509676543628,0.2569154734157625,337.89999999999725,0.8
199,159.23509676543628,0.2569154734157625,337.89999999999725,0.8
198,159.2293485615688,0.25707007080229866,337.7999999999972,0.8
199,159.2293485615688,0.25707007080229866,337.7999999999972,0.8
198,159.22359484932693,0.25722476444173076,337.6999999999972,0.8
199,159.22359484932693,0.25722476444173076,337.6999999999972,0.8
198,159.21783561801408,0.2573795543817111,337.5999999999972,0.8
199,159.21783561801408,0.2573795543817111,337.5999999999972,0.8
198,159.2120708569009,0.25753444066982767,337.49999999999716,0.8
199,159.2120708569009,0.25753444066982767,337.49999999999716,0.8
198,159.2063005552255,0.257689423353604,337.39999999999714,0.8
199,159.2063005552255,0.257689423353604,337.39999999999714,0.8
198,159.20052470219312,0.25784450248049867,337.2999999999971,0.8
199,159.20052470219312,0.25784450248049867,337.2999999999971,0.8
198,159.194743286976,0.25799967809790436,337.1999999999971,0.8
199,159.194743286976,0.25799967809790436,337.1999999999971,0.8
198,159.18895629871358,0.258154950253148,337.09999999999707,0.8
199,159.18895629871358,0.258154950253148,337.09999999999707,0.8
198,159.1831637265119,0.2583103189934897,336.99999999999704,0.8
199,159.1831637265119,0.2583103189934897,336.99999999999704,0.8
198,159.17736555944404,0.2584657843661227,336.899999999997,0.8
199,159.17736555944404,0.2584657843661227,336.899999999997,0.8
198,159.1715617865496,0.2586213464181726,336.799999999997,0.8
199,159.1715617865496,0.2586213464181726,336.799999999997,0.8
198,159.16575239683482,0.25877700519669694,336.699999999997,0.8
199,159.16575239683482,0.25877700519669694,336.699999999997,0.8
198,159.15993737927232,0.2589327607486846,336.59999999999695,0.8
199,159.15993737927232,0.2589327607486846,336.59999999999695,0.8
198,159.1541167228011,0.25908861312105513,336.49999999999693,0.8
199,159.1541167228011,0.25908861312105513,336.49999999999693,0.8
198,159.14829041632643,0.25924456236065896,336.3999999999969,0.8
199,159.14829041632643,0.25924456236065896,336.3999999999969,0.8
198,159.14245844871962,0.2594006085142759,336.2999999999969,0.8
199,159.14245844871962,0.2594006085142759,336.2999999999969,0.8
198,159.13662080881818,0.25955675162861525,336.19999999999686,0.8
199,159.13662080881818,0.25955675162861525,336.19999999999686,0.8
198,159.13077748542537,0.2597129917503152,336.09999999999684,0.8
199,159.13077748542534,0.25971299175031526,336.09999999999684,0.8
198,159.12492846731027,0.2598693289259421,335.9999999999968,0.8
199,159.1249284673103,0.25986932892594206,335.9999999999968,0.8
198,159.11907374320782,0.2600257632019901,335.8999999999968,0.8
199,159.11907374320782,0.2600257632019901,335.8999999999968,0.8
198,159.11321330181838,0.2601822946248806,335.79999999999677,0.8
199,159.11321330181838,0.2601822946248806,335.79999999999677,0.8
198,159.10734713180787,0.2603389232409616,335.69999999999675,0.8
199,159.10734713180787,0.2603389232409616,335.69999999999675,0.8
198,159.10147522180753,0.2604956490965074,335.5999999999967,0.8
199,159.10147522180753,0.2604956490965074,335.5999999999967,0.8
198,159.09559756041392,0.26065247223771776,335.4999999999967,0.8
199,159.09559756041392,0.26065247223771776,335.4999999999967,0.8
198,159.08971413618875,0.2608093927107176,335.3999999999967,0.8
199,159.08971413618875,0.2608093927107176,335.3999999999967,0.8
198,159.08382493765868,0.26096641056155645,335.29999999999666,0.8
199,159.08382493765868,0.26096641056155645,335.29999999999666,0.8
198,159.07792995331548,0.2611235258362079,335.19999999999663,0.8
199,159.07792995331548,0.2611235258362079,335.19999999999663,0.8
198,159.07202917161553,0.2612807385805687,335.0999999999966,0.8
199,159.07202917161553,0.2612807385805687,335.0999999999966,0.8
198,159.06612258098005,0.26143804884045874,334.9999999999966,0.8
199,159.06612258098005,0.26143804884045874,334.9999999999966,0.8
198,159.06021016979489,0.2615954566616203,334.89999999999657,0.8
199,159.06021016979489,0.2615954566616203,334.89999999999657,0.8
198,159.05429192641026,0.26175296208971754,334.79999999999654,0.8
199,159.05429192641026,0.26175296208971754,334.79999999999654,0.8
198,159.0483678391408,0.2619105651703355,334.6999999999965,0.8
199,159.0483678391408,0.2619105651703355,334.6999999999965,0.8
198,159.04243789626548,0.26206826594898036,334.5999999999965,0.8
199,159.04243789626548,0.26206826594898036,334.5999999999965,0.8
198,159.0365020860273,0.2622260644710781,334.4999999999965,0.8
199,159.0365020860273,0.2622260644710781,334.4999999999965,0.8
198,159.03056039663338,0.2623839607819745,334.39999999999645,0.8
199,159.03056039663338,0.2623839607819745,334.39999999999645,0.8
198,159.02461281625474,0.2625419549269345,334.29999999999643,0.8
199,159.02461281625474,0.2625419549269345,334.29999999999643,0.8
198,159.01865933302625,0.26270004695114124,334.1999999999964,0.8
199,159.01865933302625,0.26270004695114124,334.1999999999964,0.8
198,159.01269993504633,0.26285823689969556,334.0999999999964,0.8
199,159.01269993504633,0.26285823689969556,334.0999999999964,0.8
198,159.0067346103772,0.26301652481761617,333.99999999999636,0.8
199,159.0067346103772,0.26301652481761617,333.99999999999636,0.8
198,159.00076334704443,0.2631749107498384,333.89999999999634,0.8
199,159.00076334704443,0.2631749107498384,333.89999999999634,0.8
198,158.99478613303688,0.26333339474121326,333.7999999999963,0.8
199,158.99478613303688,0.26333339474121326,333.7999999999963,0.8
198,158.98880295630676,0.26349197683650794,333.6999999999963,0.8
199,158.98880295630676,0.26349197683650794,333.6999999999963,0.8
198,158.98281380476936,0.26365065708040436,333.59999999999627,0.8
199,158.98281380476936,0.26365065708040436,333.59999999999627,0.8
198,158.97681866630302,0.26380943551749897,333.49999999999625,0.8
199,158.97681866630302,0.26380943551749897,333.49999999999625,0.8
198,158.97081752874888,0.2639683121923021,333.3999999999962,0.8
199,158.97081752874888,0.2639683121923021,333.3999999999962,0.8
198,158.96481037991097,0.26412728714923733,333.2999999999962,0.8
199,158.96481037991097,0.26412728714923733,333.2999999999962,0.8
198,158.95879720755588,0.2642863604326409,333.1999999999962,0.8
199,158.95879720755588,0.2642863604326409,333.1999999999962,0.8
198,158.95277799941283,0.26444553208676125,333.09999999999616,0.8
199,158.95277799941283,0.26444553208676125,333.09999999999616,0.8
198,158.94675274317345,0.26460480215575827,332.99999999999613,0.8
199,158.94675274317345,0.26460480215575827,332.99999999999613,0.8
198,158.94072142649162,0.26476417068370256,332.8999999999961,0.8
199,158.94072142649162,0.26476417068370256,332.8999999999961,0.8
198,158.93468403698347,0.2649236377145754,332.7999999999961,0.8
199,158.93468403698347,0.2649236377145754,332.7999999999961,0.8
198,158.92864056222726,0.2650832032922676,332.69999999999607,0.8
199,158.92864056222726,0.2650832032922676,332.69999999999607,0.8
198,158.92259098976308,0.265242867460579,332.59999999999604,0.8
199,158.92259098976308,0.265242867460579,332.59999999999604,0.8
198,158.91653530709294,0.26540263026321814,332.499999999996,0.8
199,158.91653530709294,0.26540263026321814,332.499999999996,0.8
198,158.91047350168063,0.26556249174380137,332.399999999996,0.8
199,158.91047350168063,0.26556249174380137,332.399999999996,0.8
198,158.90440556095143,0.2657224519458523,332.299999999996,0.8
199,158.90440556095143,0.2657224519458523,332.299999999996,0.8
198,158.8983314722922,0.2658825109128014,332.19999999999595,0.8
199,158.8983314722922,0.2658825109128014,332.19999999999595,0.8
198,158.89225122305106,0.26604266868798493,332.09999999999593,0.8
199,158.89225122305106,0.26604266868798493,332.09999999999593,0.8
198,158.8861648005375,0.2662029253146447,331.9999999999959,0.8
199,158.8861648005375,0.2662029253146447,331.9999999999959,0.8
198,158.8800721920221,0.2663632808359276,331.8999999999959,0.8
199,158.8800721920221,0.2663632808359276,331.8999999999959,0.8
198,158.8739733847364,0.2665237352948843,331.79999999999586,0.8
199,158.8739733847364,0.2665237352948843,331.79999999999586,0.8
198,158.8678683658729,0.26668428873446964,331.69999999999584,0.8
199,158.8678683658729,0.26668428873446964,331.69999999999584,0.8
198,158.86175712258486,0.2668449411975409,331.5999999999958,0.8
199,158.86175712258486,0.2668449411975409,331.5999999999958,0.8
198,158.8556396419861,0.26700569272685787,331.4999999999958,0.8
199,158.8556396419861,0.26700569272685787,331.4999999999958,0.8
198,158.84951591115106,0.2671665433650821,331.39999999999577,0.8
199,158.84951591115106,0.2671665433650821,331.39999999999577,0.8
198,158.84338591711463,0.2673274931547764,331.29999999999575,0.8
199,158.84338591711463,0.2673274931547764,331.29999999999575,0.8
198,158.83724964687184,0.2674885421384035,331.1999999999957,0.8
199,158.83724964687184,0.2674885421384035,331.1999999999957,0.8
198,158.831107087378,0.26764969035832653,331.0999999999957,0.8
199,158.831107087378,0.26764969035832653,331.0999999999957,0.8
198,158.82495822554841,0.2678109378568074,330.9999999999957,0.8
199,158.82495822554841,0.2678109378568074,330.9999999999957,0.8
198,158.8188030482583,0.2679722846760066,330.89999999999566,0.8
199,158.81880304825833,0.26797228467600653,330.89999999999566,0.8
198,158.81264154234276,0.2681337308579826,330.79999999999563,0.8
199,158.81264154234276,0.2681337308579826,330.79999999999563,0.8
198,158.80647369459646,0.26829527644469114,330.6999999999956,0.8
199,158.80647369459646,0.26829527644469114,330.6999999999956,0.8
198,158.80029949177367,0.26845692147798433,330.5999999999956,0.8
199,158.80029949177367,0.26845692147798433,330.5999999999956,0.8
198,158.7941189205881,0.2686186659996104,330.49999999999557,0.8
199,158.7941189205881,0.2686186659996104,330.49999999999557,0.8
198,158.78793196771272,0.2687805100512127,330.39999999999554,0.8
199,158.78793196771272,0.2687805100512127,330.39999999999554,0.8
198,158.78173861977976,0.2689424536743294,330.2999999999955,0.8
199,158.78173861977976,0.2689424536743294,330.2999999999955,0.8
198,158.7755388633804,0.26910449691039234,330.1999999999955,0.8
199,158.7755388633804,0.26910449691039234,330.1999999999955,0.8
198,158.76933268506488,0.26926663980072696,330.0999999999955,0.8
199,158.76933268506488,0.26926663980072696,330.0999999999955,0.8
198,158.76312007134217,0.26942888238655116,329.99999999999545,0.8
199,158.76312007134217,0.26942888238655116,329.99999999999545,0.8
198,158.7569010086799,0.26959122470897473,329.89999999999543,0.8
199,158.7569010086799,0.26959122470897473,329.89999999999543,0.8
198,158.75067548350438,0.26975366680899904,329.7999999999954,0.8
199,158.75067548350438,0.26975366680899904,329.7999999999954,0.8
198,158.7444434822002,0.26991620872751565,329.6999999999954,0.8
199,158.74444348220024,0.2699162087275156,329.6999999999954,0.8
198,158.73820499111042,0.27007885050530633,329.59999999999536,0.8
199,158.73820499111042,0.27007885050530633,329.59999999999536,0.8
198,158.73195999653615,0.2702415921830422,329.49999999999534,0.8
199,158.73195999653615,0.2702415921830422,329.49999999999534,0.8
198,158.72570848473666,0.2704044338012829,329.3999999999953,0.8
199,158.72570848473666,0.2704044338012829,329.3999999999953,0.8
198,158.719450441929,0.27056737540047576,329.2999999999953,0.8
199,158.719450441929,0.27056737540047576,329.2999999999953,0.8
198,158.71318585428827,0.2707304170209555,329.19999999999527,0.8
199,158.71318585428827,0.2707304170209555,329.19999999999527,0.8
198,158.706914707947,0.27089355870294346,329.09999999999525,0.8
199,158.70691470794702,0.2708935587029434,329.09999999999525,0.8
198,158.70063698899546,0.2710568004865467,328.9999999999952,0.8
199,158.70063698899546,0.2710568004865467,328.9999999999952,0.8
198,158.69435268348124,0.2712201424117573,328.8999999999952,0.8
199,158.69435268348124,0.2712201424117573,328.8999999999952,0.8
198,158.68806177740922,0.2713835845184521,328.7999999999952,0.8
199,158.68806177740922,0.2713835845184521,328.7999999999952,0.8
198,158.6817642567415,0.27154712684639154,328.69999999999516,0.8
199,158.6817642567415,0.27154712684639154,328.69999999999516,0.8
198,158.67546010739727,0.27171076943521905,328.59999999999513,0.8
199,158.67546010739727,0.27171076943521905,328.59999999999513,0.8
198,158.6691493152525,0.2718745123244605,328.4999999999951,0.8
199,158.6691493152525,0.2718745123244605,328.4999999999951,0.8
198,158.66283186614004,0.27203835555352335,328.3999999999951,0.8
199,158.66283186614004,0.27203835555352335,328.3999999999951,0.8
198,158.65650774584935,0.27220229916169597,328.29999999999507,0.8
199,158.65650774584935,0.27220229916169597,328.29999999999507,0.8
198,158.65017694012647,0.2723663431881471,328.19999999999504,0.8
199,158.65017694012647,0.2723663431881471,328.19999999999504,0.8
198,158.64383943467382,0.27253048767192495,328.099999999995,0.8
199,158.64383943467382,0.27253048767192495,328.099999999995,0.8
198,158.63749521515007,0.2726947326519564,327.999999999995,0.8
199,158.63749521515007,0.2726947326519564,327.999999999995,0.8
198,158.63114426717001,0.27285907816704646,327.899999999995,0.8
199,158.63114426717001,0.27285907816704646,327.899999999995,0.8
198,158.6247865763045,0.27302352425587756,327.79999999999495,0.8
199,158.6247865763045,0.27302352425587756,327.79999999999495,0.8
198,158.61842212808023,0.27318807095700864,327.69999999999493,0.8
199,158.61842212808023,0.27318807095700864,327.69999999999493,0.8
198,158.6120509079797,0.27335271830887486,327.5999999999949,0.8
199,158.6120509079797,0.27335271830887486,327.5999999999949,0.8
198,158.6056729014409,0.27351746634978613,327.4999999999949,0.8
199,158.6056729014409,0.27351746634978613,327.4999999999949,0.8
198,158.59928809385747,0.27368231511792707,327.39999999999486,0.8
