time,0,1,2,3,4,5,rho,length,sim
98,0.051356334,0.91547847,0.03183168,0.0005824192,0.00028200337,0.00046913576,-0.9,100,0
98,0.11024376,0.86166346,0.026658628,0.0007167361,0.00032922952,0.0003881554,-0.9,100,1
98,0.027338333,0.9053295,0.06590511,0.0005055344,0.0003910226,0.0005304364,-0.9,100,2
98,0.02549982,0.91878915,0.054347597,0.00074293686,0.00022732062,0.00039310756,-0.9,100,3
98,0.10934855,0.8360448,0.05267587,0.0008843296,0.00043352856,0.000612948,-0.9,100,4
98,0.06768779,0.8795254,0.051079907,0.00059573475,0.00050508184,0.00060615066,-0.9,100,5
98,0.35007855,0.58218175,0.064316526,0.0016624774,0.0008320782,0.0009286251,-0.9,100,6
98,0.022481468,0.9397737,0.03681757,0.00033897447,0.00025564723,0.00033270687,-0.9,100,7
98,0.010471655,0.96505225,0.023847206,0.00026088196,0.00014568842,0.00022233641,-0.9,100,8
98,0.050047893,0.89076406,0.0578145,0.00067103084,0.00028045668,0.00042201177,-0.9,100,9
98,0.028179023,0.9505825,0.020303596,0.00040830448,0.00017231682,0.00035423634,-0.9,100,10
98,0.007485476,0.9763694,0.015768792,0.00016315485,7.797919e-05,0.0001352847,-0.9,100,11
98,0.012358742,0.95095164,0.035976294,0.00033101073,0.00015742419,0.00022491664,-0.9,100,12
98,0.010892116,0.94329476,0.045077525,0.00027216764,0.00019671756,0.0002667756,-0.9,100,13
98,0.1633738,0.7859107,0.048047185,0.0012692035,0.0006034275,0.0007957121,-0.9,100,14
98,0.22853756,0.700218,0.06512676,0.003721119,0.0010485442,0.0013479962,-0.9,100,15
98,0.012737103,0.96570957,0.021048987,0.00020760193,0.00012527534,0.000171466,-0.9,100,16
98,0.015791541,0.95895934,0.024561666,0.00025789812,0.00016629677,0.00026329848,-0.9,100,17
98,0.008475443,0.884381,0.105755806,0.00050397543,0.00037548842,0.00050831377,-0.9,100,18
98,0.14904845,0.8161253,0.03231734,0.0010084121,0.00060955365,0.000890949,-0.9,100,19
198,0.06318651,0.912604,0.023021925,0.0005513106,0.00023769027,0.00039859329,-0.9,200,0
198,0.12120719,0.8543736,0.022767905,0.00069434586,0.000381549,0.00057538867,-0.9,200,1
198,0.289975,0.6866374,0.021422617,0.0008259177,0.0005790101,0.0005600924,-0.9,200,2
198,0.055909716,0.92005885,0.022890197,0.00046422175,0.0002983772,0.00037865172,-0.9,200,3
198,0.008079244,0.97371984,0.017772084,0.00017934185,0.000109681525,0.00013987093,-0.9,200,4
198,0.040593598,0.9281033,0.03025148,0.0004890577,0.00023149543,0.00033097866,-0.9,200,5
198,0.003220695,0.98337877,0.013095903,0.00011448771,6.198093e-05,0.00012814905,-0.9,200,6
198,0.035201725,0.9320481,0.03178402,0.00045817325,0.00020281144,0.00030513975,-0.9,200,7
198,0.52928436,0.45294586,0.015816966,0.0008907169,0.0005523303,0.0005097232,-0.9,200,8
198,0.16187763,0.80336046,0.032288566,0.0016369524,0.00034309016,0.00049333065,-0.9,200,9
198,0.059310388,0.860793,0.078174144,0.0006605688,0.0005125772,0.0005493399,-0.9,200,10
198,0.019469481,0.95041984,0.029273078,0.00043087866,0.00015177537,0.00025486853,-0.9,200,11
198,0.0037884258,0.9641874,0.031605646,0.00013660883,0.00011640534,0.00016552908,-0.9,200,12
198,0.01694823,0.9503534,0.031928997,0.0003508875,0.00019614931,0.00022230699,-0.9,200,13
198,0.059631735,0.9045172,0.03453445,0.00056395633,0.0003801916,0.000372489,-0.9,200,14
198,0.017749934,0.93257,0.048735272,0.00033685524,0.0002626859,0.00034525068,-0.9,200,15
198,0.019118804,0.95684385,0.02334115,0.00028889274,0.00015978358,0.0002475293,-0.9,200,16
198,0.004566054,0.9728815,0.022241436,0.00012712622,7.315771e-05,0.000110749745,-0.9,200,17
198,0.07310852,0.8867539,0.038760208,0.0005160993,0.00037682708,0.00048440788,-0.9,200,18
198,0.042690855,0.93629676,0.020076701,0.00044108432,0.00018116826,0.00031342765,-0.9,200,19
298,0.102417916,0.86863935,0.027304474,0.00074169564,0.00040926418,0.00048733153,-0.9,300,0
298,0.018888157,0.92914295,0.05087737,0.0006120444,0.0001771421,0.00030227192,-0.9,300,1
298,0.042194955,0.9388584,0.017866783,0.00044021924,0.00023010372,0.0004096128,-0.9,300,2
298,0.12153392,0.85221183,0.024685375,0.00077653665,0.00036964726,0.00042268523,-0.9,300,3
298,0.021595111,0.79891133,0.1775407,0.00078902685,0.00045214046,0.0007116774,-0.9,300,4
298,0.59519446,0.39417034,0.008221509,0.0012408757,0.0005684721,0.00060435414,-0.9,300,5
298,0.3096714,0.6689385,0.019066837,0.00087245624,0.00064962136,0.0008011408,-0.9,300,6
298,0.00903146,0.9659667,0.02451456,0.0001940492,0.00011661713,0.0001765686,-0.9,300,7
298,0.42191166,0.5577502,0.017686885,0.0013438405,0.00059656054,0.00071085215,-0.9,300,8
298,0.38123825,0.5720061,0.043802917,0.0012961177,0.00082557613,0.00083101494,-0.9,300,9
298,0.1953511,0.7723125,0.030332109,0.0010887791,0.0004101684,0.0005053219,-0.9,300,10
298,0.1926335,0.7301104,0.07428904,0.0011620935,0.00085974473,0.0009452548,-0.9,300,11
298,0.23560885,0.74376535,0.01835952,0.0008985106,0.00065848924,0.0007093343,-0.9,300,12
298,0.22262843,0.75849724,0.017058281,0.00095010106,0.00041001994,0.00045595644,-0.9,300,13
298,0.4104705,0.57191455,0.015152378,0.0011515908,0.00063432637,0.0006766578,-0.9,300,14
298,0.0016445633,0.9890469,0.009084728,0.000116907395,3.1236057e-05,7.57469e-05,-0.9,300,15
298,0.3581648,0.59361273,0.045201883,0.0016654888,0.0006901457,0.00066491833,-0.9,300,16
298,0.006119153,0.97480613,0.018705994,0.00016813813,8.765989e-05,0.000112852606,-0.9,300,17
298,0.007707042,0.978083,0.0136555545,0.00018322855,0.00014425583,0.00022690663,-0.9,300,18
298,0.027717266,0.8775978,0.0932522,0.0005437377,0.0003979711,0.0004910402,-0.9,300,19
398,0.47701642,0.49967027,0.020962257,0.0010396362,0.0005924088,0.0007190852,-0.9,400,0
398,0.06096933,0.92389655,0.0140569,0.00044214743,0.0002499267,0.000385157,-0.9,400,1
398,0.06663208,0.9046706,0.02724317,0.0006191543,0.00031720233,0.0005178577,-0.9,400,2
398,0.56419164,0.41902745,0.0144251855,0.0011906239,0.00057993876,0.0005851858,-0.9,400,3
398,0.005207778,0.9776802,0.016549319,0.00018467427,0.00011243795,0.00026559376,-0.9,400,4
398,0.3696981,0.60956335,0.018222662,0.0011366785,0.00059392117,0.00078530924,-0.9,400,5
398,0.02836684,0.8078141,0.16219307,0.00038012845,0.00060598645,0.0006398113,-0.9,400,6
398,0.14959833,0.7945015,0.052645154,0.0019624317,0.00053818297,0.0007544456,-0.9,400,7
398,0.35574207,0.6256468,0.016375894,0.0007506439,0.0006366648,0.00084789726,-0.9,400,8
398,0.0904551,0.8158104,0.09104519,0.00074754364,0.000982449,0.0009593432,-0.9,400,9
398,0.0032651196,0.9859293,0.010477032,0.00015173537,4.942506e-05,0.00012740908,-0.9,400,10
398,0.23023123,0.7098019,0.056987897,0.0008289955,0.0010384422,0.0011115221,-0.9,400,11
398,0.124926575,0.8556515,0.017966917,0.0006361619,0.00033271444,0.0004861403,-0.9,400,12
398,0.03922515,0.9440055,0.015927244,0.00034368085,0.00021285258,0.00028564033,-0.9,400,13
398,0.05370581,0.9267225,0.018565837,0.0004246991,0.00024524552,0.00033589406,-0.9,400,14
398,0.23341118,0.74972343,0.014717665,0.0006172096,0.0006060218,0.0009244777,-0.9,400,15
398,0.15165089,0.7192025,0.12632528,0.0009003921,0.00088472187,0.0010362293,-0.9,400,16
398,0.06264591,0.9198093,0.01653982,0.00031272782,0.0003282612,0.00036402408,-0.9,400,17
398,0.1963858,0.76703084,0.034216587,0.000880384,0.00072395086,0.00076246355,-0.9,400,18
398,0.3432032,0.631128,0.022359692,0.0014545957,0.00076050835,0.0010940206,-0.9,400,19
498,0.74442494,0.2440668,0.009282525,0.0010168668,0.00058273424,0.00062608963,-0.9,500,0
498,0.38820675,0.58460253,0.024811177,0.0010563832,0.0006054787,0.0007176843,-0.9,500,1
498,0.15361768,0.8226777,0.021700222,0.00088655937,0.00041820505,0.0006996138,-0.9,500,2
498,0.021420576,0.95960987,0.0181139,0.00026891296,0.00024271861,0.00034402122,-0.9,500,3
498,0.09406297,0.8100436,0.09375925,0.0006183226,0.0006278708,0.0008880013,-0.9,500,4
498,0.16447172,0.81046134,0.022039171,0.0013017112,0.000615125,0.0011109184,-0.9,500,5
498,0.3083199,0.67460585,0.014855679,0.00092584884,0.00049237587,0.0008003339,-0.9,500,6
